model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95,trace_msfe,avg_crps
VAR(1),0,1,0.06486437129738117,1.051653944095192,1.0537580228708052,1.0265271661630808,0.8075773881801898,0.577570815253844,0.778,0.95,2.5556248989511428,3.908490999977428,3.626199491893806,4.866863295592051,,
VAR(1),0,2,0.043286037969200275,1.2692978226968072,1.268632908134483,1.1263360547076893,0.8929274187366062,0.6358563763315064,0.786,0.938,2.860384262441851,4.374580225298073,3.966408874692306,5.085489878122455,,
VAR(1),0,3,0.03342284130212478,1.2556371496874725,1.254242961708806,1.1199298914257114,0.9017864433184324,0.6343027849804791,0.814,0.952,2.9384749218159576,4.4940095826623905,3.907275157373643,5.179304931581016,,
VAR(1),0,4,0.017694896271641416,1.2879193619743734,1.2856566326044896,1.1338679961108742,0.9150612165027009,0.6445729895265021,0.816,0.95,2.96107491048731,4.528573282663063,3.963888044864575,5.240561332416729,,
VAR(1),0,5,0.005371903734954962,1.4735448181197466,1.470626585833245,1.2126939374109384,0.9570163805964456,0.6840018463050379,0.77,0.934,2.9683765509424,4.539740178092629,4.337315476577163,5.687801953599258,,
VAR(1),0,6,-0.018918784492874506,1.4228355746242234,1.4203478238816631,1.1917834635040307,0.939117819079895,0.6666318635585782,0.796,0.94,2.970986224434788,4.543731329283114,4.200676681611632,5.882473038398881,,
VAR(1),0,7,-0.024174379423031387,1.3666757106486196,1.3645267598478097,1.1681295989092177,0.9468455116316641,0.6606529585519223,0.794,0.954,2.9719928149156023,4.5452707765770155,4.0414128162024054,5.54007047308014,,
VAR(1),0,8,-0.02276314057965569,1.2073267676606194,1.2054302746943473,1.0979208872657207,0.860961809039093,0.6145766242375996,0.834,0.952,2.972403161152083,4.545898346989562,3.9298244959284756,5.463928655950528,,
VAR(1),0,9,-0.010365469551517036,1.4241828517545512,1.4214419290100662,1.192242395241029,0.9627962321349985,0.6756041879587391,0.788,0.932,2.9725779341042537,4.546165639153951,4.195368531468495,5.426552600873256,,
VAR(1),0,10,-0.07743451755783827,1.3532337332602373,1.3565233703031332,1.1646988324468832,0.9242696434482599,0.6553101396038089,0.802,0.948,2.9726551370824286,4.546283710920074,4.088266588773026,5.567794873423714,,
