model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95,trace_msfe,avg_crps
VAR(1),0,1,-0.00835877784629099,0.9591089714715259,0.9572606226956659,0.9783969658046093,0.7812121630180304,0.5500085767382843,0.816,0.95,2.5468506009183085,3.895071869139209,3.4469063723298645,4.7081107919556135,,
VAR(1),0,2,-0.049296733800151725,1.2180833693033644,1.218077370528121,1.1036654250850304,0.8846728154328434,0.6235269870900109,0.794,0.952,2.7794435006440485,4.250792012423853,3.8581036493576426,5.1813910442992865,,
VAR(1),0,3,-0.06417070422018567,1.2722421365326295,1.2738155315396786,1.1286343657445836,0.8797432657461054,0.6293709418847764,0.798,0.934,2.8357065616970702,4.336838938890702,4.0600062832399795,5.612189437015746,,
VAR(1),0,4,-0.009187567595234454,1.2831003251207895,1.280618535868864,1.131644173699871,0.9130547234085016,0.6410804932233576,0.77,0.958,2.8519198340908867,4.361634999242686,3.920852566092145,5.136544271960481,,
VAR(1),0,5,0.010105602168875658,1.4627293757139435,1.4599060401577124,1.2082657158744976,0.9630017870821177,0.68111908024803,0.768,0.93,2.8570247643600575,4.369442316357469,4.259815346312773,5.735500607395891,,
VAR(1),0,6,0.014205397150843398,1.4509343498510274,1.4482342744595391,1.2034260569139839,0.9319427773952798,0.6714919763127559,0.78,0.92,2.8587269013267327,4.372045510205567,4.323696980227385,6.037230032046093,,
VAR(1),0,7,0.0828642334011783,1.287300420760816,1.2915923010964598,1.1364824244555918,0.9022396249017933,0.6383621823077272,0.802,0.938,2.8593192669308864,4.3729514552186535,4.058391419896298,5.499302648365298,,
VAR(1),0,8,0.09057142655198923,1.2277032754918595,1.2334510522485391,1.1106084153510358,0.8758638914868196,0.6251408207425044,0.81,0.934,2.859532743785714,4.373277939894144,4.00496822442397,5.412284125950171,,
VAR(1),0,9,-0.004468657396523799,1.121183609843837,1.1189612115230774,1.0578096291502916,0.8452509489031856,0.5977654500384456,0.832,0.964,2.8596120310080604,4.373399199236654,3.7165368020284135,4.966404065600478,,
VAR(1),0,10,-0.011191232786103003,1.232326018657117,1.2299866103110764,1.1090476140865533,0.8615716588453062,0.6206995932372097,0.804,0.946,2.8596422848736944,4.373445468531342,4.019302372329036,5.478132153140172,,
VAR(1),0,11,-0.03825048621832416,1.4007196616641853,1.3993813220367946,1.182954488573755,0.9466821607441678,0.6676834446576997,0.794,0.924,2.8596541175957673,4.373463565118105,4.181982428975094,5.737222732821774,,
VAR(1),0,12,-0.05282682778988009,1.3418382829617335,1.3419452801301504,1.1584236185999275,0.9198591123304024,0.655034335205853,0.768,0.936,2.859658852123062,4.373470805952751,4.1125773966947445,5.354413482950802,,
VAR(1),0,13,0.044507945148464394,1.3693454235722875,1.368587689906481,1.16986652653475,0.9408228696002857,0.6627329642980023,0.78,0.938,2.859660786600413,4.373473764480558,4.08629572016136,5.585413921138861,,
VAR(1),0,14,-0.06670341292003798,1.2073131230077172,1.2093478420568826,1.099703524617832,0.872010484826382,0.6198220582953313,0.804,0.95,2.859661592258602,4.373474996628426,3.886670874161027,5.228823687761114,,
VAR(1),0,15,0.013637188902359302,1.1468505202716264,1.144742792152242,1.0699265358669454,0.8489725915808051,0.6009165055555306,0.81,0.954,2.859661933641936,4.37347551872918,3.7814088525386236,5.162008282732809,,
VAR(1),0,16,-0.07876058474527038,1.1536689863767613,1.1575648781134231,1.0759018905613202,0.840880309282631,0.6015127660811459,0.826,0.964,2.8596620805566557,4.373475743415859,3.763614735717888,5.306422857002655,,
VAR(1),0,17,-0.019896003198597075,1.135096120750378,1.1332217794521562,1.064528900242805,0.8388532954252805,0.6019211315381995,0.818,0.962,2.8596621446625092,4.373475841457299,3.7982230818269387,4.775335216204124,,
VAR(1),0,18,0.010625861604330678,1.2872981683574831,1.284836480955603,1.1335062774222306,0.912697426931227,0.6425794642437741,0.772,0.946,2.8596621729821954,4.373475884768516,3.9748502391435987,5.23812873346024,,
VAR(1),0,19,-0.027994070741137717,1.1274541520729986,1.125982911765515,1.0611234196668713,0.8512972847623367,0.5992112202312219,0.832,0.956,2.859662185631545,4.373475904114034,3.7085045195579527,4.934721905786475,,
VAR(1),0,20,-0.03514792683703425,1.2876775069864403,1.2863375287334087,1.1341682100700092,0.908375988941351,0.6402171886610969,0.804,0.936,2.859662191337796,4.3734759128409895,4.0089866902645115,5.538868075249274,,
VAR(1),0,21,0.014527358385435729,1.177871801399937,1.1757271019387951,1.084309504679727,0.8715993190375511,0.6148278661552355,0.79,0.966,2.8596621939351325,4.373475916813276,3.7749948285477584,4.9415527722753225,,
VAR(1),0,22,-0.0827814392318347,1.1974555827615505,1.2019134382773222,1.0963181282261651,0.8810697471283341,0.6186161077013467,0.802,0.96,2.8596621951271075,4.37347591863624,3.807179333760083,5.166542171489146,,
VAR(1),0,23,-0.01574947677777438,1.241686541234827,1.2394512141711298,1.1133064331850102,0.8908512645765195,0.6311595212472556,0.794,0.95,2.859662195678276,4.373475919479182,3.9533246417070074,5.193248675585522,,
VAR(1),0,24,0.010334511514437041,1.2681607428950488,1.265731223537501,1.125047209470563,0.9143098657928617,0.6415987326732061,0.78,0.958,2.8596621959349386,4.373475919871706,3.8881760374009047,4.961830264538332,,
VAR(1),0,avg_all,-0.01139184905318611,1.2440478527941619,1.2436114597356724,1.1140443939118316,0.886534807382505,0.628183308682,0.7978333333333333,0.9469166666666666,2.8417931386542254,4.346147555060266,3.933140391528958,5.2871509148635685,,
VAR(1),1,1,-0.050246681309585484,1.1988560352402924,1.1989830521524372,1.0949808455641756,0.8575467073951729,0.6146995192334369,0.746,0.912,2.555289035167165,3.907977340646034,3.967802073536959,5.184706034863616,,
VAR(1),1,2,0.015863870997148664,1.3278682273842124,1.3254641533324576,1.1512880409925474,0.9209066755624191,0.6520080597199469,0.77,0.934,2.8172099602267613,4.308550828062494,4.075828144122244,5.352957982398341,,
VAR(1),1,3,0.03960806762140038,1.214321271249582,1.2134614277277842,1.1015722526134109,0.8695912744645038,0.6212852226631205,0.816,0.948,2.8894627084301883,4.419051870759577,3.90268777821733,5.248848081390978,,
VAR(1),1,4,0.011377443021262798,1.2417136885226168,1.2393597073552738,1.1132653355580933,0.9022032517030486,0.6319456378947659,0.804,0.956,2.9125081415486913,4.454296819253858,3.907160541121638,5.153334583291549,,
VAR(1),1,5,-0.021633401769733624,1.3446038709758643,1.342382667306043,1.1586123887245652,0.9337478798928808,0.6576731688447159,0.792,0.94,2.9203569279994817,4.466300502273319,4.103662896948915,5.43086842990838,,
VAR(1),1,6,0.014143382956409416,1.4072081118113298,1.404593730869158,1.18515557243307,0.9515046445529026,0.6725835963194671,0.77,0.926,2.923143492622843,4.470562185103122,4.2040890594792755,5.5568611106073655,,
VAR(1),1,7,0.005371648605374607,1.4449906623840052,1.4421295356679773,1.2008869787236338,0.9508213028887893,0.6746825243323252,0.784,0.942,2.924164899236207,4.472124291716374,4.170233970696751,5.721935338790408,,
VAR(1),1,8,0.027371509404844497,1.2624017653957837,1.2606261613920913,1.122776095841059,0.8927265949079817,0.6325896785208175,0.82,0.948,2.924549736597848,4.472712849671445,3.9404753699917565,5.391183752697701,,
VAR(1),1,9,0.022174945156508946,1.4258263642159033,1.4234664396801635,1.193091127986527,0.9443908690401895,0.6678658554789764,0.802,0.938,2.924698434992783,4.472940264241766,4.21794407409957,5.793590124895792,,
VAR(1),1,10,0.09083867916730984,1.3513187441733605,1.3568677723178761,1.1648466733084986,0.9204666473890746,0.6574446823076175,0.776,0.942,2.9247572688039796,4.473030242791302,4.1168512123050895,5.426275805728286,,
VAR(1),1,11,0.0024136676578034727,1.3782041258363622,1.3754535433762531,1.172797315556381,0.9517796111993805,0.6674793498519276,0.776,0.942,2.9247810735275745,4.473066648974369,4.125345390471079,5.434799765045318,,
VAR(1),1,12,-0.0498698160909553,1.3674205891877982,1.367172746566367,1.1692616245162444,0.9276819430353204,0.6570502959696312,0.792,0.938,2.924790909560037,4.473081691887891,4.161242114907291,5.598511166598152,,
VAR(1),1,13,0.053177319039545506,1.370546445116324,1.370633179486325,1.1707404406982467,0.9374368515645457,0.6630072084639553,0.796,0.932,2.9247950539627454,4.473088030204865,4.144982971869473,5.520657418618218,,
VAR(1),1,14,-0.024897974840779297,1.3612646601365288,1.359162039967429,1.1658310512108643,0.9431618042961102,0.6628785594881165,0.78,0.942,2.9247968319426882,4.473090749390536,4.1160184754959355,5.340491051252903,,
VAR(1),1,15,-0.059257478345533014,1.2879203059406967,1.2888559140686837,1.1352779016913364,0.9161398254299793,0.6452984975849355,0.784,0.958,2.92479760738708,4.473091935330399,3.931188243562576,5.001226515019536,,
VAR(1),1,16,-0.06786736759275808,1.267294562494526,1.2693659529535073,1.1266614189513668,0.8930401422346301,0.6323656526093746,0.796,0.95,2.924797950701077,4.473092460383847,3.966796719672064,5.412386865931795,,
VAR(1),1,17,-0.04140296603143736,1.4915768285794968,1.490307880518538,1.2207816678335803,0.9912880679087644,0.6961655618817961,0.75,0.942,2.92479810478154,4.473092696029579,4.203085871066845,5.4746180251165395,,
VAR(1),1,18,0.02829526761642588,1.3910552134766663,1.3890737252191983,1.1785897187822394,0.9286391975025619,0.6615619653844373,0.802,0.938,2.924798174792775,4.473092803102517,4.205503671131246,5.905274881018545,,
VAR(1),1,19,-0.007596308558757146,1.3207195996184562,1.3181358643229388,1.1481009817620307,0.8917267497992963,0.64136178168904,0.804,0.946,2.9247982069631377,4.4730928523028455,4.085483936210973,5.77937450535971,,
VAR(1),1,20,0.0030716170303081284,1.29763675951836,1.2950509208305059,1.1380030407826272,0.9073862616733435,0.6439603300505267,0.798,0.95,2.924798221896946,4.4730928751421315,4.043379312707579,5.242742331143241,,
