model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95,trace_msfe,avg_crps
VAR(2),0,1,-0.13334154594873251,1.0818995872516413,1.0975157559531354,1.047623861867004,0.8473491648599838,0.5946768155927254,0.776,0.936,2.553901095672537,3.905854670364691,3.675111963471985,4.787982120636318,,
VAR(2),0,2,-0.09508979845869102,1.051747901363709,1.058686475331898,1.028924912387633,0.826956685899982,0.5817829154342161,0.808,0.966,2.7491355917493787,4.204440065707581,3.634877922230075,4.84996476528944,,
VAR(2),0,3,-0.015448034074620306,1.3203630208336476,1.317960936548751,1.148024797880582,0.906351032752115,0.6453098357033414,0.796,0.946,2.924982817002656,4.47337518899407,4.067622558666088,5.551863894772288,,
VAR(2),0,4,-0.07840535513857981,1.4466828441812003,1.449936878207244,1.204133247696136,0.9660982744310237,0.6790165444630827,0.796,0.938,2.994072105597313,4.579038137722532,4.262672411300458,5.938145999436831,,
VAR(2),0,5,-0.0752923989681289,1.340839245769246,1.3438265126200817,1.159235313739226,0.9245649713503281,0.6517848543596162,0.816,0.954,3.04243432306477,4.653001766652617,4.099313526313756,5.485670758959151,,
VAR(2),0,6,0.03634680905914421,1.4932759443640506,1.491610483004105,1.221315062956363,0.9839939091926749,0.691792711012559,0.788,0.93,3.0688102611418553,4.69334028293197,4.353810043259631,5.839808156541397,,
VAR(2),0,7,-0.04113977586167448,1.620096023388116,1.6185483124992905,1.272221801612946,1.001087874293658,0.7166912450681896,0.8,0.928,3.086064338973883,4.719728117839605,4.498888471452114,6.299971969449305,,
VAR(2),0,8,0.028387920852289136,1.392750831990362,1.390771204376696,1.1793096304095443,0.9416524562225405,0.6651918916107646,0.812,0.95,3.0965677433650334,4.735791688651103,4.165142075720198,5.809154505386048,,
VAR(2),0,9,-0.003002895112849892,1.5025167183892545,1.4995207023315347,1.224549183304425,0.9700688479287645,0.6899053224467012,0.808,0.936,3.1033953314825977,4.746233583594297,4.33977261953202,5.981356323009217,,
VAR(2),0,10,-0.025778464980261307,1.6293524269872441,1.6267582513900103,1.27544433488491,1.002635463394616,0.720663668365458,0.766,0.936,3.1077565552773145,4.7529034998083555,4.569435123952843,6.335195756175512,,
VAR(2),0,11,-0.04612475339476452,1.611193250656705,1.6100983570311207,1.2688965115529007,0.9907918440621828,0.7127106593112214,0.78,0.924,3.110623930492928,4.757288771773878,4.607701559941564,6.328815073642626,,
VAR(2),0,12,-0.10134945428553727,1.6306041196587346,1.6376146233033955,1.2796931754539427,1.0164972717254903,0.7202082346939708,0.754,0.946,3.1125088321735466,4.76017148013126,4.471451894510568,6.360437933322565,,
VAR(2),0,13,-0.0165839026474526,1.4510513057142829,1.4484242289298748,1.2035049766951007,0.9591421712764294,0.6804524472697904,0.812,0.954,3.113767891334015,4.762097044950717,4.213277733406072,5.653334957614609,,
VAR(2),0,14,-0.008469188843577486,1.6983851620724986,1.6950601189080212,1.3019447449519588,1.0529503516093603,0.7396595088082137,0.772,0.938,3.1146133781727725,4.7633901054860175,4.524320591648585,6.078080974863518,,
VAR(2),0,15,0.03531707053380838,1.4192532488302565,1.417662037803685,1.1906561375156495,0.9564402330932695,0.6749618759384652,0.804,0.948,3.1151874067352394,4.764268006413914,4.226118044321593,5.71029195753905,,
VAR(2),0,16,-0.010905630267927046,1.458592316388413,1.4557940645271776,1.2065629136216551,0.9616710163614444,0.6800595131142801,0.794,0.948,3.1155797924430635,4.764868108568257,4.261594204927707,5.618140105511019,,
VAR(2),0,17,0.008282898330898156,1.4238684253898037,1.421089294943786,1.1920944991668179,0.9417786553227466,0.6732617420413196,0.798,0.936,3.1158503551076673,4.76528189845579,4.266262217893981,5.664078854513798,,
VAR(2),0,18,0.005829027627790362,1.6723210845547674,1.6690104199487443,1.2919018615780165,1.0390248914216174,0.7324193762107744,0.754,0.94,3.116038214174263,4.765569204105128,4.552329281019068,6.0244011356030835,,
VAR(2),0,19,-0.05569021986454564,1.3360689601304832,1.3364982227987874,1.1560701634411241,0.9395273896595673,0.6546728716515167,0.826,0.962,3.1161696243862065,4.765770178681209,4.014894461244398,5.341961699865457,,
VAR(2),0,20,-0.11594275211046753,1.5896701492704688,1.5999335307388773,1.264884789512024,1.0249643304487364,0.7195924783580449,0.772,0.95,3.1162621557600962,4.7659116932055845,4.395906462849143,5.885362215383971,,
VAR(2),0,21,-0.14440197270668742,1.4394829592686218,1.4574559230716695,1.2072513918284251,0.9563232086716248,0.6794545084762755,0.794,0.956,3.1163277423648705,4.766011999261688,4.210400082297569,5.842306838445675,,
VAR(2),0,22,-0.16951898522138176,1.635664181329581,1.6611295393174066,1.2888481443977047,1.0329740321998746,0.7291438482879498,0.76,0.938,3.116374514746211,4.766083531446088,4.575323336158523,6.240996848496554,,
VAR(2),0,23,-0.15117082911618052,1.523479706686691,1.5432853668489916,1.2422903713902766,0.9944675953250606,0.7039175429088074,0.802,0.938,3.116408068048618,4.7661348467938485,4.430831114084725,6.041249590832982,,
VAR(2),0,24,-0.15763043168612417,1.3867357088794006,1.4088095904551972,1.1869328500194092,0.9544617879715106,0.671661747652329,0.816,0.944,3.116432272427013,4.766171864196198,4.248249331981674,5.775770233580735,,
VAR(2),0,avg_all,-0.05546344426184391,1.4648289634728826,1.4690417012870618,1.2100964449109908,0.966323894144775,0.6837080066158173,0.7918333333333333,0.9434166666666667,3.0558026809039105,4.673446905655681,4.277721126341014,5.810180944536297,,
VAR(2),1,1,0.004845420239258721,1.008679236180231,1.0066853558051647,1.0033371097518344,0.8150186566891601,0.5707574674138047,0.782,0.95,2.5513407157337706,3.901938907158868,3.4917519380261144,4.545211961458179,,
VAR(2),1,2,-0.008510783722431359,1.256565113858663,1.2541244170705157,1.1198769651486344,0.8977332550512679,0.6328108594746059,0.786,0.936,2.7513548005210278,4.207834052639945,3.9629331054949577,5.251274706069179,,
VAR(2),1,3,-0.0354103491641954,1.3141055911138797,1.3127312727595815,1.1457448550002665,0.8929789637757338,0.6424276082835448,0.802,0.946,2.9263068979982725,4.47540019612901,4.106549923388366,5.605219366682417,,
VAR(2),1,4,-0.10629460036713222,1.3776030683416587,1.386146404272184,1.1773471893507812,0.9433370980981834,0.6658544068232846,0.802,0.94,2.995129440951448,4.5806551926030386,4.191469952139544,5.641865544511647,,
VAR(2),1,5,-0.017863211068071313,1.305214984524825,1.3029236488654374,1.1414568098992783,0.9179208196584342,0.6501255233166261,0.79,0.97,3.0432204616195997,4.654204061820243,3.987368328282845,5.067860226517638,,
VAR(2),1,6,0.02224831991219648,1.530171981835076,1.52760662561032,1.2359638447828156,0.9751793608764225,0.6964171043852994,0.784,0.934,3.06945707349283,4.694329497058613,4.396180494834874,6.042808525019179,,
VAR(2),1,7,0.00788425878164742,1.5887989677835954,1.5856835313845634,1.2592392669324457,0.9961849422523076,0.7081803394473523,0.794,0.94,3.0865988573593017,4.720545593166129,4.442845373354265,6.365197289303877,,
