model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95,trace_msfe,avg_crps
VAR(1)+GARCH-diag,0,1,-0.028958277018847536,1.021853622184157,1.0206484967476892,1.010271496553124,0.7775686973579645,0.5713764470291554,0.73,0.902,2.3661008587126715,3.607007634985057,3.7752249016935298,5.845597191679137,,
VAR(1)+GARCH-diag,0,2,-0.042128904026399835,1.194560753488371,1.1939464765358598,1.0926785787851154,0.8485135762782506,0.617722316343105,0.768,0.904,2.6317238794591966,4.072738594833802,4.023731025557955,6.481788446028087,,
VAR(1)+GARCH-diag,0,3,0.02018776316896959,1.085095744530632,1.0833330988233385,1.0408328870781027,0.8269757050731297,0.5933186472662569,0.804,0.924,2.7110007664118636,4.210699707009075,3.842672578251836,5.912762722973373,,
VAR(1)+GARCH-diag,0,4,0.031575251955132756,1.2766675735069737,1.2751112348959888,1.1292082336292049,0.8930838371496969,0.6410857994309153,0.766,0.906,2.7353416905175214,4.268789722784536,4.212606589649398,6.607124857623934,,
VAR(1)+GARCH-diag,0,5,0.06394711757202512,1.4262829303040931,1.4275195982892552,1.1947885161354939,0.9365081329320215,0.6786557066182141,0.742,0.914,2.745128989284365,4.280876029999356,4.407189784489018,6.721628421168122,,
VAR(1)+GARCH-diag,0,6,-0.06629884211126642,1.3933972131306673,1.3950059551697005,1.181103702123442,0.9110411637516316,0.6634388995709289,0.746,0.902,2.742957426524184,4.291346919390571,4.371873955018811,6.465377238192916,,
VAR(1)+GARCH-diag,0,7,-0.023218506257131392,1.4450154470408623,1.4426645151795925,1.2011097015591843,0.9483645420669699,0.6795327325431346,0.748,0.9,2.732163042609874,4.2781303126164625,4.336144033441495,6.714034609999398,,
VAR(1)+GARCH-diag,0,8,0.010628793607316268,1.3984827452273165,1.3957987509904057,1.1814392709701187,0.9184099130781955,0.6721871628590782,0.758,0.908,2.7265910791088372,4.273994718710244,4.438219291148235,6.996534951049923,,
VAR(1)+GARCH-diag,0,9,-0.0035155682602297897,1.4015989709775338,1.398808132255771,1.1827121933318228,0.9554738337480955,0.67795242544497,0.754,0.912,2.7382698748269774,4.290587028308645,4.308203008839608,6.695101601386082,,
VAR(1)+GARCH-diag,0,10,-0.02563000172129446,1.4773856326770496,1.4750877583999285,1.2145319091732125,0.9546863034387532,0.690086268148871,0.754,0.892,2.732971945772691,4.280278831668152,4.5282782659630945,7.215738334189597,,
VAR(1)+GARCH-diag,0,11,-0.07801188631603931,1.583628237595717,1.586546835527113,1.2595820082579432,0.9708483807421737,0.7046138089279305,0.728,0.89,2.739438677157799,4.2882522969769665,4.665320140794409,7.253111655419704,,
VAR(1)+GARCH-diag,0,12,-0.008224318059080967,1.6150984344110915,1.6119358769498047,1.2696203672554267,0.9625633976933038,0.7063702480327061,0.722,0.888,2.729766790009027,4.299894841451118,4.758485154927438,7.710278486860002,,
VAR(1)+GARCH-diag,0,13,0.011447379310619283,1.3468423606063065,1.344279718378176,1.1594307734307279,0.8934953308359085,0.6530340049968809,0.774,0.898,2.7198742810000405,4.281859967087265,4.343550159317261,6.921863014566158,,
VAR(1)+GARCH-diag,0,14,-0.05260725900125167,1.36085840512261,1.3609042120119907,1.1665779922542645,0.914955622330113,0.6613684800515964,0.748,0.898,2.736095662976077,4.293705800151515,4.372279641322001,6.67011084677906,,
VAR(1)+GARCH-diag,0,15,-0.025384372789060455,1.3314699098581222,1.3294513364203,1.1530183590994116,0.9022842354075625,0.6454693533828467,0.776,0.924,2.7265277520566795,4.289311283569826,4.168534875098062,6.228390109299819,,
VAR(1)+GARCH-diag,0,16,-0.059982552266776366,1.3531836253379805,1.3540751646637395,1.1636473540827303,0.9044260408287147,0.6577142976857178,0.768,0.916,2.724909491608906,4.278992276063804,4.2710114990924115,6.7934204653606445,,
VAR(1)+GARCH-diag,0,17,-0.03012786894794057,1.4685974211411104,1.466567914786172,1.211019370111879,0.957497570657339,0.685877456258508,0.748,0.896,2.7229909420103984,4.276623633140616,4.456862408960997,6.841324198091989,,
VAR(1)+GARCH-diag,0,18,0.004291987163512632,1.4345452344315999,1.4316945651165494,1.1965343977991394,0.9568571614036678,0.6899804774060508,0.726,0.894,2.7395916728457252,4.297094076837947,4.444954010324941,6.732754132509712,,
VAR(1)+GARCH-diag,0,19,-0.013868220355465526,1.5156733799057178,1.5128343606817352,1.2299733170608764,0.9481623289048755,0.6824183946931315,0.76,0.916,2.7326109138182826,4.297131483844564,4.444524348738244,7.112139686100689,,
VAR(1)+GARCH-diag,0,20,0.06226651553239076,1.4879812672385204,1.4888824236605869,1.2201976985966605,0.9447393974297645,0.6844435450049157,0.762,0.906,2.729225928145488,4.293413088218083,4.4558864134692,7.047973400350934,,
VAR(1)+GARCH-diag,0,21,0.01638811488598194,1.5760003151343331,1.573116884813581,1.254239564363037,0.9749596787366803,0.7064078281437518,0.732,0.902,2.728821774596708,4.29922964288541,4.632798821990533,7.552392296988718,,
VAR(1)+GARCH-diag,0,22,0.07481576167418581,1.7049600155779305,1.7071474937416622,1.3065785448038179,0.9969719754352859,0.7316513760532504,0.698,0.88,2.7246508650231966,4.277619909166377,4.8574690013012845,7.665858221288691,,
VAR(1)+GARCH-diag,0,23,0.1111889048473335,1.4622272314102371,1.4716657495085665,1.213122314323072,0.9479006302222889,0.6923888120471621,0.728,0.898,2.732888086134855,4.307182387430366,4.520802919003069,6.887685262519807,,
VAR(1)+GARCH-diag,0,24,-0.00011126655533188546,1.5482780662206361,1.5451815224684387,1.2430533063663998,0.9806665423695864,0.713775274202374,0.716,0.884,2.7271565911707034,4.294467885689544,4.757710683998148,7.591066242249252,,
VAR(1)+GARCH-diag,0,avg_all,-0.0021387605820270225,1.412903522377482,1.4121753365006644,1.186469660714342,0.9261230832446655,0.6708695734225605,0.7481666666666666,0.90225,2.7115332909075858,4.247051169700804,4.39143056301629,6.8610023496948225,,
VAR(1)+GARCH-diag,1,1,0.04738653448304488,1.0709918715030973,1.0710953714104052,1.0349373755983524,0.7954667893868564,0.5762770283343696,0.772,0.908,2.3859238869216273,3.6348825803742555,3.834708744251017,5.858158658111451,,
VAR(1)+GARCH-diag,1,2,0.03480588810768336,1.3486894223323247,1.3472034933346233,1.1606909551360445,0.8843621950229619,0.6366656916088288,0.772,0.922,2.631378825318829,4.102367714983145,4.129664297583118,6.341281791536829,,
VAR(1)+GARCH-diag,1,3,-0.02636447547239236,1.3302829981974165,1.328317517767954,1.152526580070045,0.8840916458295736,0.6361388876809565,0.774,0.922,2.697751958240019,4.2338748194811116,4.114168482845644,6.328013781165535,,
VAR(1)+GARCH-diag,1,4,-0.03590201206409907,1.4064966957064189,1.404972656785256,1.1853154250178541,0.9516699630898615,0.6764896734576885,0.748,0.914,2.722784206930245,4.279695345391649,4.284828505943331,6.079809613487947,,
VAR(1)+GARCH-diag,1,5,0.010238350097258996,1.3382874716669675,1.3357157205363497,1.1557316818952181,0.9070683335090582,0.6497437283869378,0.768,0.932,2.729606223999598,4.295930828735819,4.130373589301068,5.8165137272244944,,
VAR(1)+GARCH-diag,1,6,0.03593473172150077,1.3465317330779265,1.345129974555668,1.159797385130553,0.9049436590012209,0.6537559380788882,0.76,0.904,2.7362496186482153,4.31341196452632,4.241614793730706,6.01253137060408,,
VAR(1)+GARCH-diag,1,7,-0.022863003852331427,1.2729268328610555,1.2709036961404847,1.127343645983994,0.8727935981647854,0.6317881424215926,0.782,0.926,2.7364949750031355,4.340865042649249,4.140827449625326,6.08832006936456,,
VAR(1)+GARCH-diag,1,8,-0.01435303225780083,1.3699303153979465,1.3673964643021443,1.169357286846986,0.8959671619691015,0.6448421589593568,0.792,0.906,2.728534060341941,4.335540870480509,4.187988626431777,6.557459544756569,,
VAR(1)+GARCH-diag,1,9,0.05708089910114012,1.3310866201430023,1.3316826759449143,1.1539855614109364,0.8795497740139597,0.6406450093546883,0.768,0.908,2.7280405918488095,4.342410342578383,4.212043707087738,6.093027490359217,,
