model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
VARMAX(1) con X,0,1,0.09574540003543085,0.9893400902631503,0.9965285917105685,0.9982627869006079,0.8062429166884459,0.5661896091293654,0.792,0.956,2.557283391616345,3.911027445626452,3.5073212138928973,4.57120452429732
VARMAX(1) con X,0,2,0.0900768557582443,1.13568964712865,1.141532107777685,1.0684250595047295,0.8680242883348269,0.6057997169211828,0.802,0.96,2.8036045920592856,4.28774321304208,3.7088993595861917,4.863598568838354
VARMAX(1) con X,0,3,0.05769710419165026,1.2486400699382483,1.249471745630475,1.1177977212494552,0.9147711843137627,0.6391781062636439,0.79,0.956,2.8636847929949236,4.3796279511858325,3.836835507768613,4.978452883798251
VARMAX(1) con X,0,4,0.008408540358168107,1.202871885692889,1.2005368454724576,1.0956901229236566,0.8719151445967945,0.6194427025891669,0.806,0.944,2.881777953923977,4.40729905295095,3.891674321824769,5.196318418010375
VARMAX(1) con X,0,5,0.0071726160284808094,1.3490599152588996,1.3464132418490717,1.1603504823324164,0.9279612605905576,0.6554335518125392,0.798,0.944,2.887840454463455,4.416570847417204,4.024890531694913,5.584385152162796
VARMAX(1) con X,0,6,-0.04097252084882175,1.3195201054876142,1.3185598127413454,1.1482855972019093,0.919347528686883,0.6510889663023005,0.786,0.93,2.889988578079006,4.419856118984901,4.070833875939714,5.328543509304449
VARMAX(1) con X,0,7,0.021269227783269364,1.543301803170293,1.5406675796144487,1.2412363109474556,0.9754853656027148,0.6998408906622803,0.75,0.928,2.890774051219518,4.421057396489145,4.386401151740071,6.082891944764993
VARMAX(1) con X,0,8,-0.055853725478221775,1.3353202078753736,1.335769206109421,1.1557548209328055,0.9357416335732996,0.6578376574270713,0.762,0.96,2.89106709871763,4.421505573962063,4.016818224582355,5.242606533059206
VARMAX(1) con X,0,9,-0.04139661196876083,1.3691541885190723,1.3681295596245269,1.1696707056366449,0.9480134167264133,0.6695422862287163,0.76,0.944,2.891178065125305,4.421675282437616,4.067642198607315,5.106328579813945
VARMAX(1) con X,0,10,-0.0011325806986614692,1.2568003562268444,1.2542880382534298,1.119950015962065,0.9064937857168666,0.6331548275721892,0.818,0.956,2.8912206058498544,4.421740342861439,3.9032485254835647,5.23676763053632
VARMAX(1) con X,0,11,-0.0884045644712804,1.2120558498831902,1.217447105202783,1.1033798553548018,0.884374560381029,0.6260555393227223,0.808,0.958,2.891237096361598,4.421765562922783,3.8592679430237595,5.16130052838435
VARMAX(1) con X,0,12,0.009041692407099785,1.2250971106991335,1.2227286686793193,1.1057706220909105,0.8932966298098514,0.6250032796981858,0.816,0.968,2.8912435555841345,4.421775441451184,3.782457648237176,5.164166023237223
VARMAX(1) con X,0,13,-0.0550051146480072,1.2781623185351816,1.2786315565355504,1.1307659158886734,0.8977399357758267,0.637313461608158,0.816,0.948,2.8912461109501337,4.421779349546229,3.979340912266317,5.517689720023977
VARMAX(1) con X,0,14,-0.005455419038828699,1.417844384818034,1.4150384576452866,1.1895538901812253,0.9498630750759889,0.669580263448833,0.794,0.94,2.8912471316754016,4.421780910610822,4.159804275834372,5.70334706617026
VARMAX(1) con X,0,15,-0.03527455532817597,1.3003773677920498,1.2990209073100663,1.1397459836779713,0.9233839750133996,0.646771585083786,0.788,0.958,2.891247543223673,4.421781540019587,3.9449563873161915,5.075608031967895
VARMAX(1) con X,0,16,0.04019331886169144,1.2944186100356392,1.293445275696686,1.1372973558822188,0.8890489248166311,0.6377791467980839,0.796,0.948,2.891247710666183,4.421781796100804,4.080750756393528,5.58600642647196
VARMAX(1) con X,0,17,-0.013077754720621755,1.2683271367643547,1.2659615101593593,1.125149550130719,0.8974006036966644,0.6361230869922315,0.81,0.946,2.8912477793916938,4.421781901207391,3.988442404801262,5.253869095031946
VARMAX(1) con X,0,18,-0.07493645664825961,1.3862134450797734,1.38905649072461,1.1785824072692626,0.9319958431735723,0.6626168069885008,0.788,0.932,2.8912478078393486,4.421781944714338,4.222874966402631,5.834284927347769
VARMAX(1) con X,0,19,0.024951905798741757,1.2340732230236195,1.2322276741805607,1.1100575094023555,0.8936383719010127,0.6252771479091757,0.82,0.96,2.891247819711091,4.421781962870598,3.825248851138588,5.216927135457065
VARMAX(1) con X,0,20,0.021848813678879597,1.348806123064229,1.346585881477276,1.160424871104233,0.9239901616918935,0.6536595438963482,0.794,0.942,2.8912478247042936,4.4217819705070465,4.079665793308287,5.322634225317068
VARMAX(1) con X,0,21,0.011072603876667263,1.3093683998156391,1.306872265572619,1.1431851405492546,0.9143971271104977,0.6458202290728408,0.794,0.938,2.891247826820178,4.421781973743018,4.018185184763738,5.425474539113841
VARMAX(1) con X,0,22,0.014312827032850606,1.439226181904297,1.436552586558161,1.1985627169898792,0.9674335809720291,0.6806502253486575,0.768,0.94,2.8912478277232183,4.421781975124085,4.188785694266185,5.499401866774574
VARMAX(1) con X,0,23,0.0579724506784014,1.3763253413631062,1.3769334957180386,1.1734280956743957,0.9482606443327871,0.6654091870628274,0.774,0.944,2.8912478281112435,4.421781975717529,4.0794890559821875,5.478899121782632
VARMAX(1) con X,0,24,-0.012942158616695749,1.5405141181536908,1.5376005893870415,1.2400002376560424,0.9784249142764833,0.6988856471327715,0.762,0.912,2.8912478282790492,4.421781975974165,4.429859264950316,6.073163120329082
VARMAX(1) con X,0,avg_all,0.0014713289176350134,1.3075211616872071,1.3070832997346162,1.1421386573101537,0.9153018697024263,0.6461855610529823,0.7913333333333333,0.9463333333333334,2.8719113031287726,4.392209312727802,4.002237252075206,5.3543278988331515
VARMAX(1) con X,1,1,0.0006380875480659012,1.1367286342619416,1.134455584149136,1.0651082499676434,0.8329109583561466,0.5989148755013378,0.772,0.916,2.5476739255977736,3.8963310355767664,3.8835870615417756,5.32588229536285
VARMAX(1) con X,1,2,-0.008588098516727547,1.4033178366190293,1.400584956381924,1.1834631199923062,0.9358759748737058,0.6643182793650326,0.782,0.93,2.7864290163234156,4.261475436730059,4.16836471948724,5.829214377968229
VARMAX(1) con X,1,3,-0.143678014031965,1.3544048861264864,1.3723394480704023,1.1714689274882208,0.9175475835090481,0.6571082237073287,0.764,0.93,2.8433661043708036,4.34855319852893,4.17976940135209,5.662594703091394
VARMAX(1) con X,1,4,-0.07258491432945882,1.3935666596258607,1.3960480960948227,1.181544792250731,0.9552445451901228,0.6707936249370242,0.78,0.94,2.8602925373130565,4.374439943819165,4.11660922774983,5.589250018519255
VARMAX(1) con X,1,5,0.018029507027660194,1.2261984675378266,1.2240711337264103,1.1063774824744086,0.8842275482077137,0.6236643470654017,0.79,0.96,2.865940802056657,4.383078219305095,3.931247653285816,5.143189285841592
