model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
VARMAX(1) con X,0,1,0.0015133995887083391,1.0740285021040668,1.071882735478176,1.0353176978484313,0.8289198218433889,0.5889424361898973,0.774,0.926,2.516958485081866,3.849355823030497,3.71122176726949,5.167468522358743
VARMAX(1) con X,0,2,0.05011299483881866,1.7517788818362934,1.7507866363243356,1.3231729427116985,1.0479120166227294,0.7511331438132515,0.71,0.89,2.804433612098247,4.28901108978033,4.735745714155467,7.03048849484628
VARMAX(1) con X,0,3,0.07368173238843113,1.764483998719551,1.7663840284098735,1.3290538094486142,1.037984971030854,0.746871917741396,0.73,0.898,2.8925595927309273,4.42378814658095,4.831182239092118,7.12071020551021
VARMAX(1) con X,0,4,0.05184592415986065,1.696111133550449,1.6954069111353378,1.3020779205313857,1.0362007384805232,0.7406771023782783,0.726,0.904,2.9243872666379396,4.472464373310004,4.708419200316628,6.49475372314034
VARMAX(1) con X,0,5,0.10247412121808686,1.5658207674498428,1.573190071434363,1.2542687397182324,1.008217494935844,0.7124397835586764,0.754,0.922,2.9369853318656483,4.491731451424579,4.497571945586821,6.171086884938779
VARMAX(1) con X,0,6,0.015580146068913482,1.5749757342001858,1.5720685236833123,1.2538215677213853,0.9979559772698929,0.7093729409472638,0.752,0.92,2.942343073663151,4.499925410406719,4.443989716577177,6.186332678410205
VARMAX(1) con X,0,avg_all,0.04920138637713652,1.5711998363100648,1.571619817744233,1.2496187796632912,0.9928651700305388,0.7082395541047939,0.741,0.91,2.8362778936796302,4.337712715755514,4.48802176383295,6.361806751534091
VARMAX(1) con X,1,1,-0.08710022871713746,1.1431344817413234,1.1484346626204187,1.0716504386321217,0.8365750048309126,0.6056923188949845,0.754,0.916,2.509320441614125,3.8376744435904366,3.86736721772519,5.128520729066118
VARMAX(1) con X,1,2,0.025502161386095994,1.4066483326952468,1.4044853962652177,1.1851098667487405,0.9460185934435051,0.6700045752686642,0.766,0.938,2.796109385027666,4.276280283079993,4.153326997325081,5.655108474069724
VARMAX(1) con X,1,3,-0.008173365961534809,1.5740818938763628,1.5710005339997495,1.253395601555929,1.0029151521249482,0.7144585209269322,0.746,0.914,2.8848498417087556,4.411997099900121,4.521315245412413,6.032675238050569
VARMAX(1) con X,1,4,0.020533717342995608,1.7074033875191506,1.7044102142920334,1.3055306255664911,1.0377576449033175,0.7365505240444137,0.74,0.908,2.9176126858166,4.462103546030663,4.643927762166337,6.32121546248763
VARMAX(1) con X,1,5,0.08846583405902902,1.8153188900817636,1.819514456097358,1.348893789776407,1.1116490883177432,0.7773472518594923,0.716,0.898,2.9308862952378827,4.482403779833198,4.765452508738601,6.55029202727954
VARMAX(1) con X,1,6,0.09049656613628383,1.6780183489046825,1.682851940689333,1.2972478331796637,1.0352962275006052,0.7372265310649556,0.73,0.906,2.936634836631527,4.491195415221201,4.659009102980712,6.364768326197668
VARMAX(1) con X,1,avg_all,0.021620780707622033,1.5541008891364214,1.5551162006606851,1.2436380259098923,0.9950352851868386,0.706879953676574,0.742,0.9133333333333333,2.8292355810060927,4.326942427942603,4.435066472391389,6.008763376191874
