model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
VARMAX(1) con X,0,1,-0.018386004263279035,1.0005163907927836,0.9988534031639672,0.9994265371521647,0.7945347294053678,0.5645690181520082,0.812,0.944,2.5590559026122963,3.9137382672645855,3.5131993412404445,4.866627852178151
VARMAX(1) con X,0,2,0.0501696323062599,1.3738382627791936,1.3736075782593822,1.1720100589412115,0.9457191041480587,0.6642672015073308,0.784,0.946,2.8907329553459777,4.420994545774263,4.120829006078162,5.367187144151963
VARMAX(1) con X,0,3,0.018464164385233347,1.460811451930884,1.4582307543934678,1.207572256386121,0.95760667492181,0.6830595976509025,0.788,0.93,2.9922552546213343,4.576259503936787,4.313899674783893,5.710052871523004
VARMAX(1) con X,0,4,0.005750014644894207,1.6453059224954312,1.6420483733188564,1.2814243533345449,1.0333237396339816,0.7287294813226844,0.75,0.928,3.0278568705657984,4.630707476939671,4.5535546243909915,6.122914607911351
VARMAX(1) con X,0,5,-0.01257174933044327,1.6648494635213218,1.6616778134755072,1.2890608261348675,1.0402015012495462,0.7336237035316573,0.748,0.93,3.041208900510451,4.651127644583016,4.533750290235898,5.8580016339242915
VARMAX(1) con X,0,6,0.0651490702715416,1.4599974126171562,1.4613218191491701,1.208851446270041,0.9564850445454391,0.681129331731649,0.798,0.938,3.046459367064828,4.65915754023863,4.314794008630272,5.829831103336931
VARMAX(1) con X,0,7,-0.033770962434722954,1.4425791523275855,1.4408344719266997,1.200347646278652,0.9452406923315436,0.6753062645211758,0.784,0.938,3.048609666802429,4.662446139897811,4.323143027161004,5.8799586407500275
VARMAX(1) con X,0,8,-0.07691425373739141,1.6887417824700313,1.691280101333071,1.3004922534690744,1.0618819344901569,0.7438330112458483,0.742,0.93,3.0495241851217663,4.663844774972111,4.537680309273655,6.107820325045861
VARMAX(1) con X,0,9,0.021486242384698685,1.5956543318367657,1.5929246817849052,1.2621112002454082,1.0379677113985333,0.7193534812803456,0.77,0.942,3.0499272742004053,4.6644612465195285,4.342461390614688,6.011298404178935
VARMAX(1) con X,0,10,0.0525111245808698,1.565250016518552,1.5648769346902627,1.2509504125624895,0.986341337748764,0.7045114475365829,0.756,0.93,3.05011102173336,4.664742264120781,4.435514033970758,6.09471543705679
VARMAX(1) con X,0,11,0.09265319785028103,1.4762550152874876,1.4818871203287982,1.2173278606557882,0.9846898674885829,0.6915341752629558,0.784,0.946,3.0501974455208782,4.664874437897862,4.305888744302738,5.777415923841886
VARMAX(1) con X,0,12,0.00023550074844769543,1.4921518101569484,1.489167561997237,1.2203145340432675,0.9842652261875369,0.692525340364665,0.786,0.938,3.0502392781912278,4.66493841544623,4.294186032170381,5.824033666313877
VARMAX(1) con X,0,13,0.03219903862495163,1.4364441541672932,1.4346080439473283,1.1977512446027048,0.9627691818650977,0.6785433912636267,0.798,0.94,3.0502600604010714,4.664970199093418,4.208434152128555,5.769561631292923
VARMAX(1) con X,0,14,0.03565210388864077,1.4788976345357892,1.4772109117784078,1.2154056572924152,0.9816643083026707,0.6925332001411176,0.764,0.946,3.0502706279351983,4.664986360742188,4.256570991568133,5.570485866568373
VARMAX(1) con X,0,15,-0.057026441506829444,1.6231080353679361,1.6231138343281306,1.2740148485508835,1.0294415147556746,0.7261565234419864,0.754,0.93,3.0502761132328797,4.664994749781069,4.519023210065388,6.128814139030035
VARMAX(1) con X,0,16,-0.03286404245658568,1.6827004896798505,1.6804151339870785,1.296308271202139,1.0411458678957937,0.7386501479962009,0.752,0.916,3.0502790123657033,4.664999183622096,4.641557888092733,6.078421888752934
VARMAX(1) con X,0,17,0.016187586758687072,1.5847324077186817,1.581824980868312,1.2577062379062576,1.0100893991020394,0.7157108711884906,0.77,0.932,3.0502805688887635,4.665001564118689,4.428173335512085,5.874764060195338
VARMAX(1) con X,0,18,0.09508118199878472,1.6615648841127668,1.6672821855148292,1.2912328161547124,1.0369788439312062,0.733526579000828,0.758,0.93,3.0502814159940446,4.665002859654428,4.56117832009107,6.015666873986813
VARMAX(1) con X,0,avg_all,0.014111411373002144,1.5185221454620257,1.517842539124745,1.2301282478434856,0.9883525933001002,0.6981979315077809,0.7721111111111111,0.9352222222222222,3.008768106728245,4.601513731922398,4.3446576877950465,5.827087337224416
VARMAX(1) con X,1,1,-0.021819131317748333,0.9679599965418232,0.9665001510402019,0.983107395476304,0.7616449975572607,0.5497160996207081,0.796,0.944,2.5516727988468593,3.902446784453101,3.5579790753067844,5.0225172477729085
VARMAX(1) con X,1,2,0.01596690400689176,1.3512733617822459,1.3488257570822453,1.1613895802366427,0.9049639534469649,0.6480743383975445,0.79,0.934,2.868196185505532,4.386527530632059,4.1518308946520674,5.727924514150564
VARMAX(1) con X,1,3,-0.015047701100194722,1.3927600698849314,1.3902009830535607,1.1790678449748178,0.9287497909965708,0.6627150379908254,0.778,0.952,2.964555424094478,4.533896268878484,4.193586978241057,5.682507954504457
VARMAX(1) con X,1,4,-0.04777502952954174,1.5874161529782542,1.5865237741188472,1.259572853835318,0.9969259432942948,0.7115539578431465,0.764,0.932,2.998482100197358,4.585782642446715,4.467338756991767,6.085662667436168
VARMAX(1) con X,1,5,0.033700985842502904,1.6727505991134624,1.67054085436199,1.292494044226893,1.020623478720472,0.7306543915850562,0.766,0.912,3.0112939699921952,4.605376706429484,4.634385326813563,6.446950361888447
VARMAX(1) con X,1,6,-0.0036125540724177402,1.4186390084509903,1.4158147809810122,1.189880154041159,0.9615846031185037,0.6729187369229316,0.8,0.942,3.016370778602832,4.613141015178948,4.175859833842122,5.684304867912908
VARMAX(1) con X,1,7,0.0046221870661242465,1.374457193591811,1.3717296438179032,1.1712086252320306,0.9333337695344863,0.661031709148211,0.784,0.954,3.0184653468980223,4.616344380952214,4.123524079067889,5.564055797488465
VARMAX(1) con X,1,8,0.018933237233773683,1.6148589243944793,1.611987674017839,1.2696407657356623,1.0122194902411539,0.7155414795240552,0.772,0.932,3.019362039618003,4.61771575412487,4.455616466458841,5.918585916924871
VARMAX(1) con X,1,9,-0.037625302275624446,1.5560684618460863,1.554371988293726,1.2467445561516304,0.9870844592780694,0.6978142140449067,0.796,0.934,3.0197595400074557,4.618323678509737,4.3741846600875105,6.454589922286351
VARMAX(1) con X,1,10,-0.043086055125175,1.7720153621598278,1.770327739581755,1.3305366359412112,1.0615490327813406,0.7504182891052456,0.756,0.92,3.019941661207477,4.618602208849417,4.6540395825901975,6.750278992410909
VARMAX(1) con X,1,11,0.0037244553287137322,1.4869015426958847,1.483941611177989,1.218171421097207,0.9862649964796963,0.6922714038887092,0.77,0.95,3.0200277191273304,4.618733823080184,4.248568640428298,5.696173659982761
VARMAX(1) con X,1,12,-0.025984227845473298,1.4236294711609798,1.421457392315384,1.1922488801904507,0.9592915270301566,0.6745651711331307,0.788,0.956,3.0200695560233366,4.618797807091137,4.171771430413102,5.552573208814684
VARMAX(1) con X,1,13,-0.04209752154666358,1.4109714415847758,1.4099217000219793,1.1874012380075991,0.9752820356491015,0.678673111747298,0.774,0.954,3.0200904242778503,4.6188297223322925,4.06170886345185,5.280021023830842
VARMAX(1) con X,1,14,-0.056530536827003146,1.5395831742220136,1.539699709467517,1.2408463681969324,0.9864209869550404,0.7042208080779505,0.774,0.924,3.0201010741985335,4.618846009980424,4.462666454700682,6.153626414251624
VARMAX(1) con X,1,15,-0.06607490188071964,1.4253683373716641,1.4268834933554666,1.1945222866717333,0.9485812554548991,0.6760532322861235,0.8,0.928,3.020106619658968,4.618854491030297,4.221780475396384,5.729789251643609
VARMAX(1) con X,1,16,-0.03363142915027,1.7368204273944594,1.734477859566361,1.3169957705195416,1.0493318169453472,0.7444960485738928,0.74,0.93,3.0201095581834565,4.618858985115684,4.659680873178219,6.418158043378518
VARMAX(1) con X,1,17,0.03391822846297263,1.458274332126337,1.4565082296841512,1.206858827570214,0.9529002833018388,0.6815964203643249,0.772,0.944,3.0201111390441584,4.6188614028334944,4.286773335257038,5.645103796986269
VARMAX(1) con X,1,18,0.06461507539218853,1.4039930605402824,1.4053601823871391,1.1854788831468652,0.9506522373417395,0.6749121121354326,0.79,0.944,3.0201120006703506,4.61886272057703,4.177238655456156,5.582905012971059
VARMAX(1) con X,1,avg_all,-0.0121001842965369,1.4774300509911285,1.4758374180180591,1.2125647850695676,0.965411369895941,0.6848459201327496,0.7783333333333333,0.9381111111111111,2.980490440897456,4.558266774027533,4.28214079901853,5.855318258590858
Chronos-2 joint (con X),0,1,-0.031111288221714755,1.1190938026565422,1.117823527306044,1.0572717376843306,0.8535114575383907,0.5978810686169744,0.826,0.974,2.7610633392333983,4.727064481258393,3.7057020181308227,5.198921461031397
Chronos-2 joint (con X),0,2,0.0666058518355742,1.6850749950918429,1.6861411846004035,1.2985149920583912,1.029024663979859,0.7318264765378405,0.758,0.954,3.2051345291137694,5.404179983615875,4.589674382536119,6.229565344045512
Chronos-2 joint (con X),0,3,0.061038891735392085,1.913259495037328,1.9131587223515354,1.3831698096587908,1.1008449240936495,0.7769658536594986,0.814,0.954,3.473468017578125,5.849334508895874,4.846866511138517,6.928250987508315
Chronos-2 joint (con X),0,4,0.02972842563380769,2.13626273224924,2.1328739860754076,1.4604362314306667,1.167283310101622,0.8276810361298983,0.764,0.954,3.5931661376953126,6.0150101890563965,5.20041659950757,7.402969693282248
Chronos-2 joint (con X),0,5,0.023711323554249257,2.315564669078238,2.3114957666047795,1.520360406813062,1.2108629018975234,0.858897559646744,0.758,0.956,3.6635496826171874,6.121918768882751,5.355184001628838,7.190332149151981
Chronos-2 joint (con X),0,6,0.11070588768200622,2.094224583743975,2.10229192814395,1.4499282493088925,1.1479264291127595,0.815459191666967,0.782,0.96,3.7034955749511718,6.180674756526947,5.105218225862998,7.009796574924674
Chronos-2 joint (con X),0,7,0.022335080200647638,2.1896628553081063,2.1857823854050578,1.4784391720341619,1.1734458744309586,0.8301077674089451,0.81,0.954,3.760958347320557,6.281439507961273,5.234484464301223,7.091835742698954
