model,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
"SARIMAX(1, 0, 0) con X",1,0.019213498089295854,2.0549736849434326,2.0512328960823725,1.4322125876008676,1.1411105560801083,0.8133305347106632,0.73,0.9,3.1387394114815077,4.800287689357209,5.156415486565658,7.211420916325023
"SARIMAX(1, 0, 0) con X",2,-0.01935523564087571,5.2340625324902055,5.223969032571941,2.2856003658933775,1.803555111101792,1.303957647099535,0.668,0.858,4.356865251179618,6.663250396933742,8.59495252465195,13.373407458808655
"SARIMAX(1, 0, 0) con X",3,-0.0645396880448386,9.63076506483229,9.615668906035557,3.1009142048814504,2.4687548611199213,1.8070759007551522,0.63,0.788,5.244790880683722,8.021215461756187,12.23515270218901,20.46298586404877
"SARIMAX(1, 0, 0) con X",4,0.015289495493948813,16.01568380947475,15.983886210528226,3.9979852689233644,3.1939650701400666,2.385088553016851,0.528,0.732,5.960204953117112,9.115346867546888,16.61320718657306,29.740123609431013
"SARIMAX(1, 0, 0) con X",5,0.026721072286319876,23.33875781557349,23.292794315646457,4.826260904224559,3.8750886193696195,2.928130347890845,0.472,0.696,6.565886270525189,10.041656506694439,20.87164350358342,39.73616969425389
"SARIMAX(1, 0, 0) con X",6,0.12825332164318146,30.326859276953666,30.282654472912274,5.5029677877407455,4.4288153035683635,3.371966043132028,0.448,0.654,7.094785283506522,10.850537744697267,24.39253626586778,47.19892265768407
"SARIMAX(1, 0, 0) con X",avg_all,0.01759707730450528,14.433517030711307,14.408367638962803,3.524323519877394,2.818548253563312,2.101591504434179,0.5793333333333334,0.7713333333333333,5.393545341748943,8.248715777830956,14.643984611571815,26.287171700091896
Chronos-2 (con X),1,0.14393112241248712,1.9990449125486804,2.0157629907225005,1.4197756832410184,1.104152087423294,0.7974727227924125,0.828,0.998,3.9593908662796022,10.94255946445465,5.162088005311565,11.001876331115648
Chronos-2 (con X),2,0.14880355420228217,4.074661602930684,4.088654777468052,2.0220422293978064,1.5875480640011532,1.1364620106878982,0.84,1.0,5.520653198242187,13.549713258743287,7.265003728639429,13.549713258743287
Chronos-2 (con X),3,0.13878666470803094,6.71418904743759,6.720022407643484,2.592300601327609,2.0588531986099308,1.4735307762034844,0.814,0.994,7.06407470703125,16.352902029037477,9.506008008287788,16.4307783115172
Chronos-2 (con X),4,0.21931981625134517,10.864295253714054,10.890667845007135,3.3001011870861072,2.623975450855806,1.877034098408789,0.772,0.988,8.497563232421875,18.972686710357667,11.835134191905473,19.37032377482315
Chronos-2 (con X),5,0.21845915300161178,15.217924987976064,15.235213539530308,3.903231166550389,3.083548257545747,2.210640919445184,0.776,0.986,9.680147705078125,21.27215003681183,14.148934520613574,21.879757667522824
Chronos-2 (con X),6,0.3011868974921042,19.29032450846152,19.342457406665545,4.3980060716949385,3.5045571451877393,2.4869873412124983,0.77,0.98,10.80835986328125,23.256595107078553,15.754763468732241,24.239519196069256
Chronos-2 (con X),avg_all,0.19508120134464355,9.693406718844765,9.715463161172837,2.9392428232163113,2.327105700603945,1.6636879781250449,0.8,0.991,7.588364928722382,17.391101101080576,10.611988653915013,17.745328089965227
