model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
VARMAX(1) con X,0,1,-0.021987139693833233,0.9970520674396477,0.9955413976166846,0.9977682083613832,0.7966603333057874,0.5634836146768208,0.81,0.942,2.5571244747209434,3.9107844032082673,3.5076470516573877,4.842153007268974
VARMAX(1) con X,0,2,0.048840933240587456,1.3026928920559253,1.302472943031627,1.1412593671167073,0.9180690607366634,0.6463804180265154,0.778,0.94,2.7966252207121785,4.277069185681154,4.019596427166157,5.222753353756834
VARMAX(1) con X,0,3,0.014491252879465752,1.3268689882620806,1.3244252466955728,1.1508367593605848,0.9073081557131959,0.6502175359856638,0.784,0.928,2.8578553493321635,4.370712586454437,4.117576217678602,5.569986421767782
VARMAX(1) con X,0,4,0.003547436746340679,1.4718295797080063,1.4688985048560586,1.2119812312309373,0.9816260172625018,0.690161798301375,0.75,0.932,2.877284668970752,4.400427166623955,4.295860516643563,5.707081446757958
VARMAX(1) con X,0,5,-0.0139401884437418,1.4746855614363172,1.4719305191672902,1.2132314367701202,0.9788461612641233,0.6895453381543293,0.756,0.94,2.8841471695543386,4.410922455576298,4.257604580481095,5.478202389217983
VARMAX(1) con X,0,6,0.06666589941384467,1.2517747826030132,1.2537155751824651,1.1196944115170286,0.8890251228166633,0.6324566599957424,0.806,0.952,2.886727505167315,4.4148687383521334,3.9964563445635726,5.268469642344952
VARMAX(1) con X,0,7,-0.03963577930366085,1.269206395847412,1.268238978056727,1.1261611687750235,0.8827586345266307,0.6333678644938884,0.792,0.944,2.887740592627351,4.416418121918316,4.069427193670312,5.472536723346638
VARMAX(1) con X,0,8,-0.07810694585625988,1.5010070017056332,1.5041056826932155,1.2264198639508477,1.0047738446511647,0.7015755650818499,0.75,0.924,2.8881524008613764,4.417047928263158,4.2619724604506235,5.648522521559337
VARMAX(1) con X,0,9,0.026941726795918917,1.4026622600941099,1.4005827922166658,1.1834622056562119,0.9734917375293106,0.6749944460528372,0.774,0.938,2.888325031736994,4.417311944404163,4.058266410313418,5.53692019527311
VARMAX(1) con X,0,10,0.05444104855485788,1.3746614684336673,1.3748759732645521,1.1725510535855368,0.9268024107088572,0.6601691524865089,0.774,0.928,2.888399504321346,4.417425840393277,4.161359377801296,5.700361785206571
VARMAX(1) con X,0,11,0.08781967757785025,1.2954781753182696,1.3005995147375116,1.1404382993996263,0.9238252055810616,0.6481014083610687,0.79,0.948,2.8884325130537043,4.417476322893036,4.019069085071538,5.419010093774645
VARMAX(1) con X,0,12,-0.011495056084706391,1.3279934303287895,1.3254695797825222,1.1512903976766775,0.9258592627154995,0.6531249373944598,0.788,0.94,2.888447519985624,4.41749927401484,4.065997186192584,5.4775634470659345
VARMAX(1) con X,0,13,0.025677519484549195,1.2825936682849344,1.280687815955241,1.1316747836526362,0.9101415959905245,0.640431018501574,0.81,0.94,2.8884545048242756,4.417509956403726,3.9438964453695537,5.390112408135794
VARMAX(1) con X,0,14,0.030420516835040563,1.3303822179841196,1.3286468613926623,1.1526694501862458,0.931985752478372,0.6553188762723756,0.774,0.95,2.888457825995205,4.417515035696347,4.029269872882082,5.305045600696797
VARMAX(1) con X,0,15,-0.06135843089550707,1.4632096829155479,1.4640481205916729,1.2099785620380523,0.9734536199074408,0.6886222879177013,0.75,0.926,2.888459435554058,4.417517497304191,4.292021628184661,5.7941995347166735
