model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
VARMAX(1) con X,0,1,0.08929368937187841,0.9894302340628428,0.9954247365563582,0.9977097456456754,0.8021115198739682,0.5658495461769206,0.786,0.952,2.5576405650440024,3.9115736952454716,3.513725939933531,4.547382828444559
VARMAX(1) con X,0,2,0.11685077044223226,1.455395883552296,1.4661391943381339,1.210842349085187,0.9780973369002341,0.6862631277973351,0.818,0.964,3.1894297601674846,4.877811887726919,4.209410940823215,5.469052327035579
VARMAX(1) con X,0,3,0.10814400005454025,1.9183544479098535,1.9262128637618303,1.387880709485448,1.1382826802790194,0.7924603825089426,0.796,0.96,3.600930859260102,5.507148510227501,4.726705588602514,6.19349386010071
VARMAX(1) con X,0,4,0.035640626782254305,2.1504503167863804,2.1474196704302417,1.4654076806234646,1.1575785294468106,0.8278800117607832,0.814,0.952,3.8989413899805094,5.962916286514725,5.199666286548862,6.945584669260869
VARMAX(1) con X,0,5,0.02278116490339358,2.633572971067005,2.6288248065992303,1.6213651058904748,1.2948698673484993,0.9170092069281847,0.804,0.94,4.122922559451011,6.3054659249218155,5.768354827329875,7.777186323569411
VARMAX(1) con X,0,6,-0.016830744994402482,3.0035604085327656,2.9978365616927674,1.7314261640892363,1.3740741149710827,0.9821601527403533,0.762,0.94,4.294740608463467,6.568238954905385,6.189821084296016,7.988073350084921
VARMAX(1) con X,0,7,0.052379000942930576,3.743763659966625,3.7390196923864725,1.9336544914711296,1.552995737436961,1.0931204939456345,0.758,0.932,4.4283220355075645,6.772534117931965,6.822682174458497,9.716013013711894
VARMAX(1) con X,0,8,-0.016823070335552116,3.7698204580706887,3.7625638328500632,1.9397329282275082,1.5415512184545874,1.1022329540492655,0.726,0.92,4.533167273366785,6.932881072107993,6.987085470482883,9.262922486400912
VARMAX(1) con X,0,9,-0.013525093593495654,3.8347637001700683,3.827277100926446,1.9563427871736707,1.5752837489453695,1.1143296923517951,0.748,0.922,4.616041166877402,7.059625754808607,6.905504987227292,9.037502933354583
VARMAX(1) con X,0,10,0.0051885769554444764,3.775476508116566,3.767952476431158,1.9411214481405221,1.5409353663039338,1.095762354395744,0.774,0.932,4.681905049907786,7.160355871404931,6.942514933542393,9.541706055092702
