model,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
ARDL-ECM,1,0.020289012640570644,1.1832307412186795,1.1812759237701709,1.0868651819660848,0.8749746221098273,,,,,,,
ARDL-ECM,2,-0.017309805466964,1.0666937826457479,1.0648600244457591,1.0319205514213579,0.828566204827919,,,,,,,
ARDL-ECM,3,0.00845080523810865,1.0073162104279407,1.0053729941162568,1.0026828980870557,0.7949932297056579,,,,,,,
ARDL-ECM,4,-0.06029514022044935,0.9845115344700736,0.9861780153353364,0.9930649602797073,0.7990734144117508,,,,,,,
ARDL-ECM,5,-0.020535466201380654,1.0154590703019106,1.0138498575334152,1.0069011160652346,0.8019364424843339,,,,,,,
ARDL-ECM,6,-0.023130745853899612,0.9496287329479849,0.9482645068858463,0.9737887383235885,0.7838019400760542,,,,,,,
ARDL-ECM,avg_all,-0.01542188997733572,1.0344733453353896,1.0333002203477974,1.0158705743571717,0.8138909756025905,,,,,,,
"SARIMAX(1, 1, 0) con X",1,-0.05611373184849495,1.7246862579231776,1.724385636309297,1.3131586485681375,1.0512384965941657,0.7496773784562406,0.736,0.908,3.0224920779501963,4.622502734661789,4.711505789513962,6.441318481701601
"SARIMAX(1, 1, 0) con X",2,-0.06197470910835611,1.8052719939838702,1.805502314564968,1.3436898133739676,1.0947069202493152,0.7653208000800767,0.79,0.958,3.4770160808430677,5.3176372105035385,4.649924308398479,6.146362583144366
"SARIMAX(1, 1, 0) con X",3,-0.05459093989403905,1.6919986789160693,1.6915948522767523,1.300613260072629,1.0229389186008047,0.7442372348046672,0.894,0.972,4.181166957509725,6.39454304484853,4.880213666518386,6.8636550206771885
"SARIMAX(1, 1, 0) con X",4,-0.10738701842931465,1.8991896646811777,1.9069232570789532,1.3809139209519734,1.0998218905952128,0.7973177233870344,0.902,0.984,4.640525585495338,7.097071441711703,5.2561120795652405,7.4498755054212324
"SARIMAX(1, 1, 0) con X",5,-0.07530038952633003,2.0564214083690002,2.0579787142150785,1.4345656883583542,1.1340082820307373,0.8332518783930798,0.924,0.992,5.122818805149894,7.834675269700558,5.545499161247957,7.914486325095979
"SARIMAX(1, 1, 0) con X",6,-0.06295282610530614,1.9502098873808094,1.950272525920693,1.3965215809004503,1.1151125320719246,0.8381815954983278,0.95,0.994,5.530478982910985,8.45813770993673,5.879217753256223,8.557932735735902
"SARIMAX(1, 1, 0) con X",avg_all,-0.06971993581864017,1.8546296485423506,1.856109550060957,1.3615771520375854,1.08630450669036,0.7879977684365713,0.866,0.968,4.3290830816431995,6.620761235227139,5.153745459750041,7.228938441962709
Chronos-2 (con X),1,-0.018207269071785378,1.912197064367592,1.9087041748859122,1.3815586034931389,1.0933044945531498,0.7926077883310834,0.79,0.988,3.768284034729004,7.87991059589386,5.130868775639603,7.981637259400162
Chronos-2 (con X),2,-0.012084760490646282,2.324141575329368,2.319639333614825,1.5230362220298062,1.229340766807936,0.8676395828909511,0.848,0.996,4.44919287109375,9.067146684646607,5.352074158029616,9.095108293959287
Chronos-2 (con X),3,0.06672951626966811,2.8633379772662244,2.862064129653274,1.691763615181883,1.35206174942768,0.9614358850788851,0.842,0.992,5.0176005554199214,10.08012818145752,6.163067836520456,10.218071802983326
Chronos-2 (con X),4,0.030773093216754168,3.0592986868922036,3.05412707278455,1.747606097718977,1.3700511843853096,0.9826008260430287,0.884,0.998,5.438996368408203,10.803081400871276,6.337214605002194,10.815067800618614
Chronos-2 (con X),5,0.07701866486885066,3.6832067556801458,3.681772216906966,1.9187944696884465,1.5206150937773897,1.08178304126151,0.856,0.994,5.713104400634766,11.33301203918457,6.936838863123764,11.444848239803779
Chronos-2 (con X),6,0.11216182020713204,4.242135367323598,4.246231370501128,2.0606385831826812,1.6185680506723639,1.1500768214935246,0.854,0.996,5.978560546875,11.785120557785033,7.212358308295248,11.817818041473851
Chronos-2 (con X),avg_all,0.042731844166662224,3.014052904476522,3.0120897163911096,1.7205662652158222,1.363990223270638,0.972690657516497,0.8456666666666667,0.994,5.060956462860108,10.158066576639811,6.188737091101814,10.228758573039837
