model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
VARMAX(1) con X,0,1,-0.012202026728646615,1.0896559441211073,1.0876255216891528,1.0428928620376845,0.8377897596733171,0.5926679552722623,0.778,0.93,2.5210710555111735,3.855645456738598,3.7225823327834844,5.202353495588924
VARMAX(1) con X,0,2,0.01846440877874879,2.1583595161310196,2.1543837314903036,1.4677819086943071,1.159494539733346,0.8322109431422853,0.704,0.898,3.1357065232043064,4.79564928700784,5.323452353691407,7.578510515741044
VARMAX(1) con X,0,3,0.05662705232745165,2.7215719586169156,2.719335437754977,1.6490407629149066,1.304400846515742,0.934265220411,0.722,0.884,3.531880057415102,5.401544421903282,6.050513249651401,8.593723220113239
VARMAX(1) con X,0,4,0.04205026726517051,3.2669600702920496,3.2621943751285345,1.8061545822903793,1.4195330101587285,1.0271978816377434,0.7,0.884,3.8126687274539757,5.830973635162635,6.632448061145156,9.331189041654234
VARMAX(1) con X,0,5,0.1034893154296907,3.521250909814213,3.524918446402693,1.8774766167392587,1.5083503192013605,1.0752227693320449,0.7,0.89,4.019793036827529,6.147742930764382,6.809260072784881,9.191081876927711
VARMAX(1) con X,0,6,0.04132880431943673,4.084029218279578,4.077569229909491,2.0192991927670083,1.5979713405853222,1.1411521587790472,0.698,0.888,4.176460076125113,6.3873444909695,7.253193143731686,10.757834645101509
VARMAX(1) con X,0,avg_all,0.04162630356530863,2.80697126954248,2.8043377903958593,1.6437743209072575,1.3045899693113026,0.9337861547623973,0.717,0.8956666666666667,3.5329299127562,5.40315003709104,5.965241535631338,8.442448799187774
VARMAX(1) con X,1,1,-0.08517848197244073,1.1663366117042333,1.1712593122719552,1.082247343388726,0.8505515758003994,0.611728356030403,0.744,0.914,2.513019981968197,3.8433324023088202,3.911177717922518,5.226611517148143
VARMAX(1) con X,1,2,0.011481656648596824,1.8608950875313963,1.8573051257957258,1.3628298227569449,1.0880187192550486,0.7717955078586233,0.756,0.916,3.119352066871375,4.770637304453983,4.812791162727838,6.625592255728257
VARMAX(1) con X,1,3,-0.018549621199597934,2.530696153462722,2.5259788496024473,1.5893328316002433,1.272170381478976,0.9042308152031268,0.718,0.908,3.512846312491032,5.372434821052966,5.708800053150111,7.991446185961828
VARMAX(1) con X,1,4,0.01914499786084997,3.1996563664247515,3.1936235846349996,1.7870712309908074,1.422903681343504,1.0155447445664647,0.69,0.902,3.792925116668334,5.800778388162798,6.447413418297653,8.90877677094626
