model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
VARMAX(1) con X,0,1,-0.005595302970965826,1.0762319523930441,1.0741107959035954,1.0363931666619552,0.8333032411065989,0.5900489889108028,0.776,0.93,2.5186923035968305,3.852007469625469,3.7128434569118314,5.1227160422678235
VARMAX(1) con X,0,2,0.04347283596057151,1.6591059530802807,1.6576776286405768,1.2875083023579215,1.0244131717952352,0.731318349559638,0.71,0.902,2.741157980721859,4.192239362499852,4.592821239007923,6.741654305817441
VARMAX(1) con X,0,3,0.05773745816286054,1.613420274986728,1.6135270485118622,1.2702468455036062,0.9940799002766797,0.7145462521744006,0.722,0.912,2.802948844497176,4.286740333689241,4.6123037660720145,6.638344117009479
VARMAX(1) con X,0,4,0.03499297148346439,1.573505689771745,1.571583186445442,1.2536280095967232,1.0021593047331994,0.7124501719586088,0.736,0.908,2.8239714198244537,4.318891588161962,4.477793993902052,6.031303765118868
VARMAX(1) con X,0,5,0.08400729723897357,1.4449489841037706,1.449116312124962,1.203792470538407,0.9612698716940115,0.6797801477475244,0.752,0.926,2.8318240246918185,4.330901110945632,4.2754057272316315,5.824352885288986
VARMAX(1) con X,0,6,-0.0041834761905381445,1.4331943525855726,1.430345465353438,1.1959705119079809,0.9479212797240998,0.6747227388787104,0.782,0.92,2.8349455406443633,4.335675057627646,4.240213624061673,5.892802881377864
VARMAX(1) con X,0,avg_all,0.03507196394739434,1.4667345344868572,1.4660600728299793,1.207923217761099,0.9605244615549707,0.6838111082049478,0.7463333333333333,0.9163333333333333,2.758923352329417,4.219409153758301,4.318563634531187,6.041862332813408
VARMAX(1) con X,1,1,-0.08320663726195845,1.070150166908822,1.0749332110594487,1.036789858678917,0.8319042449904207,0.5865977600685555,0.782,0.928,2.520931510482466,3.8554320410338843,3.6934051158121757,4.989146197030329
VARMAX(1) con X,1,2,-0.028112010885520223,1.3837442076345796,1.381767004375338,1.1754858588580885,0.9456089706850778,0.6708538531864053,0.752,0.902,2.732484627766425,4.178974613835113,4.193307223616688,5.432489306093978
VARMAX(1) con X,1,3,-0.0697541449098123,1.2522541945791466,1.2546153269220897,1.1200961239653004,0.897983339978614,0.6369591759108774,0.754,0.93,2.789717538805076,4.266504797857379,3.9692898952482607,5.364249795739621
VARMAX(1) con X,1,4,-0.01962821642906422,1.3984046285014726,1.3959930861246574,1.181521513187406,0.939093886324755,0.6660369014393924,0.766,0.934,2.8092873028994787,4.296434169286663,4.157502514181938,5.651101722070455
VARMAX(1) con X,1,5,0.006455689044237168,1.3890031711581736,1.3862668407368939,1.1773983356268574,0.9476432863759218,0.6688321464234791,0.748,0.928,2.8167594179333153,4.307861783085751,4.17997720259079,5.740346863642473
VARMAX(1) con X,1,6,0.08298321563116422,1.475284176209796,1.4792198219338657,1.2162318125809182,0.9823264752637486,0.6943164251338058,0.74,0.924,2.8198194761397244,4.31254173825604,4.303597745646324,5.720189906918949
VARMAX(1) con X,1,avg_all,-0.018543684135158965,1.3281400908319982,1.328799215192049,1.151253917149581,0.9240933672697563,0.6539327103604191,0.757,0.9243333333333333,2.7481666456710805,4.202958190559139,4.082846616182692,5.4829206319159685
Chronos-2 joint (con X),0,1,0.030594861615024043,1.291680912601656,1.290033596333695,1.1357964590249854,0.9157591756457312,0.6473769974729288,0.812,0.984,3.114462646484375,5.859518866062165,4.012526746398116,6.1762413432346275
Chronos-2 joint (con X),0,2,0.11738404967392112,2.3235087563441916,2.3326407539493523,1.5272985150092147,1.2009865734964242,0.8576203464179932,0.778,0.958,3.6702470703125,6.8304120006561275,5.5191297189538036,8.333698395153915
Chronos-2 joint (con X),0,3,0.18588589349941373,2.3476174523706708,2.377475782868007,1.5419065415478355,1.238525876134892,0.8713563109196486,0.812,0.978,4.0133915100097655,7.473622139930725,5.393932429464044,7.982136270146647
Chronos-2 joint (con X),0,4,0.18229975457289269,2.5165786475285374,2.5447786907508188,1.5952362491965943,1.2947629625480508,0.905101587123865,0.82,0.974,4.22347265625,7.809377173423767,5.5476344343818305,8.375769767809347
Chronos-2 joint (con X),0,5,0.2507161662359493,2.7859424749511064,2.8432291860132555,1.6861877671283396,1.3246826779930585,0.9452006609072936,0.796,0.972,4.343252685546875,8.00997858428955,6.002901434932989,8.61984362495279
Chronos-2 joint (con X),0,6,0.17361474278037783,2.6789669715984283,2.7037511165659307,1.6443087047649936,1.3227896300763724,0.929613320016601,0.812,0.986,4.453543579101562,8.210425562858582,5.7061286657738925,8.495726290912756
Chronos-2 joint (con X),0,avg_all,0.15674924472959645,2.324049202565765,2.3486515210801766,1.521789039445327,1.2162511493157548,0.859378203809722,0.805,0.9753333333333334,3.969728357950846,7.365555721203486,5.363708904984113,7.9972359487016815
Chronos-2 joint (con X),1,1,-0.031765798320324556,1.2411903259810124,1.2397170112719762,1.1134257996256312,0.8882998963160764,0.6290267841541849,0.802,0.976,2.8623643493652344,5.223843369483948,3.92295365374294,5.510558845572931
Chronos-2 joint (con X),1,2,0.06225772798607166,1.6773370879396938,1.6778584384578037,1.295321750939821,1.0405972908599088,0.7307971813362455,0.794,0.974,3.283804992675781,5.947046969890595,4.496495926375096,6.358132920894726
Chronos-2 joint (con X),1,3,0.020304253767551694,1.7109589707057207,1.7079493154853695,1.3068853490208578,1.0431875063400886,0.7422588577104025,0.802,0.984,3.532238342285156,6.411342308044434,4.657515581175704,6.616520501889389
Chronos-2 joint (con X),1,4,0.06361355412749078,1.9591773695075008,1.9593056990372184,1.3997520134070958,1.1225427744388974,0.7940159374825742,0.794,0.974,3.68173046875,6.636626790046692,4.942826802778205,7.218845096517315
Chronos-2 joint (con X),1,5,0.09781190235508336,1.839485355182858,1.8453735527148125,1.3584452704157104,1.0959281541342225,0.7828105992402257,0.796,0.978,3.764829345703125,6.770552686214447,4.891787041765898,7.014696498441908
Chronos-2 joint (con X),1,6,0.18896257752933748,2.0447226960195932,2.0763401063340865,1.4409511117085432,1.1257988172217823,0.8102141949886211,0.812,0.974,3.844717376708984,6.926593783378601,5.217664858429704,7.4938541434406485
Chronos-2 joint (con X),1,avg_all,0.06686403624086841,1.7454786342227298,1.7510906872168779,1.3191302158529432,1.0527257398851626,0.7481872591520423,0.8,0.9766666666666667,3.494947479248047,6.319334317843119,4.68820731071126,6.702101334459487
