model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
VARMAX(1) con X,0,1,0.10029218318977731,0.9875831516729545,0.9956665073785811,0.9978309011944765,0.8060666549183954,0.5660427922930407,0.792,0.948,2.5575691155778113,3.9114644227166036,3.502384774277411,4.562871818063875
VARMAX(1) con X,0,2,0.09342959378520806,1.1795812314635172,1.1859511579954585,1.0890138465581871,0.890455932467721,0.6173241447132175,0.81,0.958,2.8507465770361273,4.359840657420031,3.7660839577232994,4.984001299692374
VARMAX(1) con X,0,3,0.060397429800857334,1.3166002846613478,1.3176149336185738,1.1478740931036704,0.9358917982297765,0.6541601936923774,0.786,0.946,2.920774293226218,4.466938807305129,3.9848219287825324,5.220665664236371
VARMAX(1) con X,0,4,0.022842054904559976,1.2553113589143787,1.2533224956688145,1.1195188679378363,0.8913157762840251,0.6330681463262949,0.81,0.942,2.939240954160649,4.495181128035169,3.9562490960481425,5.299889105899084
VARMAX(1) con X,0,5,0.021484146632918612,1.4040995002297227,1.4017528697858093,1.1839564475882587,0.9457343053993842,0.6687931683256708,0.782,0.946,2.944572627490807,4.503335218736938,4.1020704118056655,5.63718185216348
VARMAX(1) con X,0,6,-0.03677232255304066,1.3516431091554064,1.3502920266430405,1.1620206653252947,0.9267416568558956,0.6572541014867491,0.794,0.942,2.9462962306287412,4.505971242260935,4.125625583249729,5.462619830895934
VARMAX(1) con X,0,7,0.013121077990189016,1.5760819848048278,1.5731019835228435,1.2542336239803347,0.9880125090807277,0.7072932290784787,0.764,0.922,2.9469189629996233,4.506923629236028,4.440887934748239,6.1466454350500666
VARMAX(1) con X,0,8,-0.06367621066300169,1.3718523723240765,1.3731633273838273,1.171820518417316,0.953443028190834,0.6670828583293736,0.778,0.96,2.9471629518648026,4.507296778004474,4.05345312101322,5.324570136935897
VARMAX(1) con X,0,9,-0.05270225833504869,1.430819424976675,1.4307353141603365,1.1961334850928371,0.9660461538443218,0.6829623813929702,0.77,0.942,2.947263212048127,4.50745011272286,4.188776495726173,5.330103075282408
VARMAX(1) con X,0,10,-0.00942570920233948,1.3435528954474638,1.3409546336505365,1.1579959558005963,0.9321396297077851,0.6531878955832706,0.826,0.944,2.9473055424431838,4.507514851475472,4.067243563416966,5.481154203024442
VARMAX(1) con X,0,11,-0.09355625376335999,1.2748451793518742,1.281048261611405,1.1318340256466073,0.9090956593551868,0.6420572047106782,0.812,0.95,2.947323759212481,4.5075427116199185,3.989386661882617,5.304303589592231
VARMAX(1) con X,0,12,0.004079186946244181,1.2625835933307874,1.260075065910271,1.1225306525481926,0.9186460345019317,0.6357731523995735,0.818,0.964,2.9473317399090435,4.5075549170420475,3.8114576331950842,5.274102741409059
VARMAX(1) con X,0,13,-0.05206000062918805,1.303139132267632,1.3032430976686071,1.1415967316301352,0.9079270348496583,0.6439722297067967,0.814,0.948,2.94733530196201,4.5075603647319555,4.002302833512473,5.550196670070849
VARMAX(1) con X,0,14,-0.009295466797876701,1.4437996078866306,1.4409984143738475,1.2004159339053475,0.9607425637371806,0.6770823044325216,0.78,0.942,2.9473369223435726,4.507562842891695,4.180333235336595,5.610718632294486
VARMAX(1) con X,0,15,-0.03805273026364121,1.3412667353956869,1.3400322122054107,1.157597603748993,0.9477144287369921,0.6585906642412229,0.784,0.952,2.947337673012241,4.507563990940351,3.9840601921850562,5.072762070378085
VARMAX(1) con X,0,16,0.04201519362270321,1.3230584165819397,1.3221775762439298,1.1498598072130053,0.9058867411276788,0.6466532830115033,0.802,0.954,2.94733802652539,4.507564531592058,4.089670603122338,5.623445195280685
VARMAX(1) con X,0,17,-0.005360453356558421,1.3007489851341303,1.2981762216240507,1.13937536467314,0.9049502025268463,0.6445051312083282,0.798,0.948,2.9473381953758553,4.5075647898265645,4.022514281473935,5.25936075407184
VARMAX(1) con X,0,18,-0.07165176658339653,1.4240344382509043,1.4263203450289257,1.1942865422623357,0.9410808850117036,0.6720567573265008,0.786,0.932,2.9473382770002847,4.50756491466036,4.281389188727357,5.907953726643403
VARMAX(1) con X,0,19,0.020729321809783496,1.2865945892575124,1.2844511048616893,1.1333362717488968,0.9042283994163142,0.6365748352255043,0.796,0.962,2.9473383168739913,4.507564975641925,3.923904518297376,5.371894992322629
VARMAX(1) con X,0,20,0.027508825708619608,1.3838468223613323,1.3818358642084783,1.175515148438538,0.9370757078923602,0.6625200399439853,0.796,0.948,2.9473383365395858,4.507565005717867,4.106876037123472,5.382214005330763
VARMAX(1) con X,0,21,0.013427194645176747,1.3721229908676615,1.3695590344419655,1.1702816047609932,0.9342701452169835,0.660336818323849,0.818,0.94,2.947338346327163,4.507565020686664,4.12710602899063,5.573531154888108
VARMAX(1) con X,0,22,0.01834829162932858,1.4656893752429396,1.4630946562981688,1.2095844973784051,0.979070938672653,0.6867647496566536,0.77,0.942,2.9473383512411546,4.507565028201968,4.228833900527315,5.586950535530614
VARMAX(1) con X,0,23,0.06208382623797132,1.409859859471552,1.4108945412329548,1.18781081878932,0.9596694037669253,0.6730470934697143,0.79,0.942,2.947338353728738,4.507565032006408,4.1688825014871105,5.5607189663235825
VARMAX(1) con X,0,24,-0.012956074943091209,1.5681236881469576,1.5651553006485968,1.2510616694026704,0.979929053495155,0.7040174297399706,0.77,0.912,2.9473383549976138,4.50756503394698,4.488302911293878,6.090195041557715
VARMAX(1) con X,0,avg_all,0.002260378325533117,1.3490349469665794,1.3487340394235883,1.1602285448810579,0.9302556101369349,0.6562966918590936,0.7935833333333333,0.94525,2.925440017605217,4.474074416975851,4.066359058081108,5.44241877070575
VARMAX(1) con X,1,1,0.08185445666175506,1.0796787678765358,1.084219562416174,1.041258643381256,0.8321189935421152,0.5901847888987661,0.776,0.942,2.5468199465359698,3.8950249873070852,3.6634831025999843,4.828357118420954
VARMAX(1) con X,1,2,0.09909472038199514,1.536822529209032,1.5435686477582011,1.2424043817365589,0.9873681135387209,0.7006465197623271,0.796,0.954,3.146238347008963,4.811756321561602,4.336841648255177,5.774072945490717
VARMAX(1) con X,1,3,-0.06342311680429069,1.662924060526669,1.663620704150786,1.2898142130364303,1.0225306382440227,0.7289151803441969,0.802,0.962,3.417715618838117,5.226944980146889,4.601408556318722,6.0610276338167575
VARMAX(1) con X,1,4,-0.019082044131598624,2.0259256803331396,2.022237953380714,1.4220541316633182,1.1637130466142456,0.813375528860374,0.776,0.946,3.531697224654328,5.401264803325345,4.908669466690695,6.467565728517349
VARMAX(1) con X,1,5,0.06894261419034588,2.0376584303555085,2.0383361975461973,1.4277031195406829,1.129492533012871,0.806219858715177,0.782,0.938,3.5762142292719035,5.469347686680089,5.122730442313518,6.620189193283036
VARMAX(1) con X,1,6,0.10317224033697159,2.3497930221495977,2.35573794728145,1.5348413427066168,1.2142295085933283,0.868115374398918,0.75,0.926,3.5928362999491332,5.4947689500546915,5.510347336913707,7.4171686272029005
VARMAX(1) con X,1,7,0.06083068560173724,2.3194258984130007,2.318487418926946,1.5226580111525194,1.2092904573742218,0.8581682619566805,0.78,0.924,3.598931643966078,5.504090974285153,5.445732458790584,7.841342894204087
VARMAX(1) con X,1,8,0.04508107762848648,2.389159589944469,2.3864135743247266,1.5448021149405275,1.2448224709895082,0.8798288672954261,0.74,0.932,3.6011789080599605,5.507527868130212,5.471385403412203,7.390100478985823
VARMAX(1) con X,1,9,-0.038388204102795837,2.137968378278786,2.135166095736465,1.461220755305804,1.1685154883146338,0.8301192278894203,0.76,0.94,3.602026665744138,5.508824401623904,5.183207449364532,6.723121745550173
VARMAX(1) con X,1,10,-0.031681196364697524,2.135576629458643,2.1323091744028253,1.4602428477492453,1.203443348118146,0.8357340025973731,0.774,0.94,3.602357112700449,5.5093297766322635,5.008258102226337,6.398066043181041
VARMAX(1) con X,1,11,-0.06635087106974988,2.138564278601172,2.1386895881356858,1.4624259256918573,1.149604661091271,0.8266325355611075,0.776,0.932,3.6024905183947524,5.509533803035268,5.178380970687047,6.769338499128067
VARMAX(1) con X,1,12,-0.07771490265399185,1.9906870401930186,1.9927452722071501,1.4116462985490204,1.1335848493839733,0.8008048535238704,0.794,0.944,3.6025461611656953,5.509618901309867,4.96403746573824,6.4539762754677685
VARMAX(1) con X,1,13,0.023019630352663505,1.8667039748040157,1.8635004702359819,1.3651009011190278,1.1044711939554628,0.7722597809696079,0.802,0.96,3.6025700376581877,5.509655417253999,4.692404194447132,6.400278222803087
VARMAX(1) con X,1,14,-0.016002386565191765,2.1618084008411187,2.1577408604152177,1.4689250697075116,1.1921607889327703,0.8372557170857842,0.752,0.944,3.6025805376701907,5.50967147563661,5.165581250626613,6.615276548566736
VARMAX(1) con X,1,15,-0.06379574536164642,2.1038592980765007,2.103721476606593,1.4504211376722944,1.1669493130863133,0.8254002182530523,0.774,0.934,3.6025852569138506,5.509678693096951,5.154083547118031,6.74048051364987
VARMAX(1) con X,1,16,-0.03057241251466964,2.267563737386571,2.263963282318765,1.5046472285285895,1.186454167112947,0.8476508211824875,0.756,0.942,3.602587420683318,5.509682002296786,5.327494415638873,7.298726474416677
VARMAX(1) con X,1,17,0.018157526036244518,2.272935835252613,2.2687196593338657,1.5062269614284116,1.2036423440614958,0.8539723857494025,0.738,0.934,3.6025884312500467,5.5096835478252295,5.352194876861088,6.982040358455856
VARMAX(1) con X,1,18,0.007190046614765043,2.3154902482448265,2.3109109645186567,1.5201680711416934,1.2099064832909312,0.8595872408314715,0.752,0.926,3.6025889113025364,5.509684282002149,5.3876260579641455,7.118112982981121
VARMAX(1) con X,1,19,-0.07862017409515691,2.1143310880307093,2.1162835576294032,1.454745186494667,1.187628721117623,0.8305364436455168,0.782,0.94,3.6025891428685037,5.509684636151735,5.046286760390893,6.609805893494232
VARMAX(1) con X,1,20,0.028620099670804186,2.0226618186782566,2.0194356051460676,1.4210684730673844,1.1045267482723522,0.7978231611740654,0.802,0.93,3.6025892561069024,5.5096848093349235,5.190309106628209,6.813479484124686
VARMAX(1) con X,1,21,0.008229725940664831,2.058017105518264,2.0539687996962868,1.43316740114206,1.1440170955947921,0.8120238470973574,0.786,0.94,3.602589312156021,5.509684895054648,5.034615001793188,6.688068479094741
VARMAX(1) con X,1,22,0.023297215768117517,2.546945040328706,2.5423939105105964,1.5944886046976305,1.2764033469381413,0.9065283906008996,0.748,0.908,3.602589340199132,5.509684937942885,5.720471681428529,7.827225002885711
VARMAX(1) con X,1,23,0.07579171822856293,2.595840441629965,2.5963931452987445,1.6113327233376553,1.3056946585025984,0.9213066272352591,0.732,0.91,3.6025893543668337,5.50968495961052,5.758623612275644,7.874847982423399
VARMAX(1) con X,1,24,0.01631289915825494,2.4288689789994056,2.424277351720353,1.5570091045720809,1.2401369901236972,0.8799104873202641,0.766,0.918,3.602589361587798,5.509684970654025,5.575262638209561,7.676062674974265
VARMAX(1) con X,1,avg_all,0.00724848345448249,2.1066337613804387,2.105535050820744,1.4461821936817854,1.1575294149919244,0.8201250050395337,0.7706666666666667,0.9360833333333334,3.5271703766272005,5.3943415867063695,5.11664314777886,6.8078638250466295
Chronos-2 joint (con X),0,1,0.05545198013446717,1.0311620258446141,1.0321746238937577,1.015959951914325,0.8186609594371196,0.5785539965676851,0.794,0.964,2.625756660461426,4.388723747730255,3.574046430623048,4.936498758980829
Chronos-2 joint (con X),0,2,0.051413625098868786,1.297477502624495,1.2975259084650534,1.1390899474866125,0.9208693397013588,0.6517046246500455,0.764,0.964,2.8805042724609375,4.7663117790222165,4.056131742597853,5.283718925826982
Chronos-2 joint (con X),0,3,0.01933366993933321,1.3923487469003233,1.3899378401998448,1.1789562503332534,0.9453471916440338,0.6715718303568224,0.798,0.952,3.0313646240234373,5.008642594814301,4.240432703569642,5.672182808900432
Chronos-2 joint (con X),0,4,0.003516784070728752,1.4218085014458524,1.41897725221316,1.1912083160443265,0.9473883366596801,0.6756820455420313,0.794,0.96,3.0845535888671876,5.066898637294769,4.287478516516165,5.744530620380378
Chronos-2 joint (con X),0,5,-0.002478947729852812,1.5935146472066302,1.5903337630940628,1.2610843600227792,0.9999705750795341,0.7161579145196176,0.762,0.958,3.1111221313476562,5.105424140453339,4.491930778427472,6.074682968626039
Chronos-2 joint (con X),0,6,-0.030904639258527104,1.5097329555955292,1.5076685864120383,1.227871567555841,0.9763261726251641,0.6939915412674228,0.784,0.956,3.1149788818359374,5.104790901184082,4.308419239238919,5.807368895179876
Chronos-2 joint (con X),0,7,0.06566522489986824,1.7470204513984853,1.7478383322568378,1.3220583694590937,1.0503977839993188,0.7419184838061172,0.776,0.95,3.1486324768066405,5.1608618850708,4.619445383568519,6.493296011544164
Chronos-2 joint (con X),0,8,-0.006519376819838539,1.5273569781389205,1.5243447664567626,1.2346435787128052,0.9998906316147881,0.6989589879974365,0.796,0.97,3.1532969665527344,5.175216866970063,4.332959971232153,5.919403664375435
Chronos-2 joint (con X),0,9,0.005617367455068805,1.6209736286541954,1.6177632362140133,1.27191321882195,1.0358272528078794,0.7252197634257375,0.768,0.964,3.143549346923828,5.176263984203339,4.467040851739927,5.634083687127238
Chronos-2 joint (con X),0,10,0.035890945935678584,1.5279194744968205,1.5261517955479826,1.2353751638866561,0.9780924913129802,0.6956721814621388,0.78,0.962,3.157334655761719,5.231186076641083,4.420189854861557,5.86427852596691
Chronos-2 joint (con X),0,11,-0.08379388589993747,1.4522656794259632,1.4563825633813234,1.2068067630657873,0.9685010078911959,0.6855250656672458,0.78,0.966,3.161381103515625,5.202799834251404,4.246513052613485,5.799111569063222
Chronos-2 joint (con X),0,12,-0.012482159945609708,1.5391945003548035,1.5362719156710019,1.2394643664385845,1.0021874547702736,0.7017956494034808,0.788,0.97,3.1775984497070313,5.223553686141968,4.272374414374205,5.943307333541189
Chronos-2 joint (con X),0,13,-0.07067977739292113,1.6132873354926383,1.6150563917539658,1.2708486895590543,0.9993217070819753,0.7165875027677785,0.774,0.952,3.185255187988281,5.251199639320373,4.554023289975823,6.21418572586511
Chronos-2 joint (con X),0,14,-0.042550115976774286,1.724934477416166,1.7232951208309721,1.3127433568032147,1.0401761538382135,0.7404029681188379,0.764,0.952,3.1981117553710936,5.274035877704621,4.741954881066034,6.332107449817905
Chronos-2 joint (con X),0,15,-0.022583271931944825,1.5501969919170393,1.5476066021043575,1.2440283767279416,0.9975679249844001,0.7051926062732757,0.776,0.972,3.1729270935058596,5.245762573242187,4.3977681656100565,5.6351215891886595
Chronos-2 joint (con X),0,16,0.054337737223555185,1.656398079328984,1.6560378728569016,1.286871350546317,1.0189156634676761,0.727278771891924,0.77,0.948,3.1924535217285155,5.2774875731468205,4.6298679535549585,6.1429730803419975
Chronos-2 joint (con X),0,17,-0.032901831064737194,1.5370530571501815,1.5350614815232924,1.238975981011453,0.983928572416228,0.7001511712411435,0.806,0.964,3.2127501220703123,5.30394769001007,4.395018452197498,5.838402012774028
Chronos-2 joint (con X),0,18,-0.09927534720057314,1.662995501954965,1.66952510551285,1.2921010430739734,1.018942902800958,0.7270885573192278,0.792,0.948,3.2013595428466797,5.2833487396240235,4.622516709490367,6.303084005982773
Chronos-2 joint (con X),0,19,0.02887785561529537,1.5454203481611442,1.5431634380097607,1.2422412962101046,0.9891641705667906,0.698132126046019,0.814,0.956,3.201039276123047,5.292963898658752,4.4135758413917525,5.953056907683407
Chronos-2 joint (con X),0,20,0.04069137017787163,1.6424965379695198,1.6408673325005323,1.2809634391740197,1.0178180558729453,0.7166599889841249,0.788,0.96,3.199659225463867,5.259952583312988,4.481833967512469,6.096206369303067
Chronos-2 joint (con X),0,21,0.029670438897616416,1.591909474059263,1.5896059900555206,1.2607957765060607,1.0107237101514135,0.7108092541371342,0.798,0.964,3.199061004638672,5.277375262737274,4.444282322081269,6.04310453900654
Chronos-2 joint (con X),0,22,0.011151063114950151,1.6693441455033418,1.666129803420926,1.2907865057479204,1.045347376754049,0.7304548563605968,0.78,0.96,3.192727279663086,5.268166043281555,4.4680650309153185,6.066874198520443
Chronos-2 joint (con X),0,23,0.05905277425018835,1.6758647957118902,1.6760002962671139,1.294604301038396,1.0314113341377593,0.7289108636770407,0.798,0.952,3.2045613403320314,5.293192116260529,4.590467146256389,6.278984140492321
Chronos-2 joint (con X),0,24,-0.009173459803526601,1.814183842690885,1.8106396273702687,1.3456000993498287,1.0580122841700443,0.7552420809956757,0.758,0.942,3.199981201171875,5.2865841994285585,4.856106574288282,6.54971847968323
Chronos-2 joint (con X),0,avg_all,0.00197200099121866,1.556035819976777,1.554931651917179,1.245208002895429,0.9939495439077408,0.7039026180199401,0.7834166666666667,0.9585833333333333,3.1312483212153115,5.163528763771057,4.413018469737632,5.942761761173841
Chronos-2 joint (con X),1,1,0.006943273965319468,1.458387298697113,1.455518733153076,1.2064488108299813,0.9607045755123054,0.6805271517506111,0.75,0.952,2.8391408805847167,4.7940302152633665,4.298962650387051,5.954810255470957
Chronos-2 joint (con X),1,2,0.02180253605560944,1.8734208801018564,1.8701493889201064,1.3675340540257512,1.0802521901933828,0.7738441845683747,0.762,0.95,3.3231748962402343,5.515942230224609,4.934472419408049,6.608983852125082
Chronos-2 joint (con X),1,3,-0.15971555768233056,2.0253788280025486,2.0468371297123236,1.4306771577516444,1.1383672218272167,0.8130266147051155,0.78,0.956,3.6376474914550783,6.011307463169098,5.165804681609545,7.1399555276716935
Chronos-2 joint (con X),1,4,-0.08720336038309778,2.463973810522419,2.466650288963483,1.570557317949104,1.2600363203798126,0.8891671035788505,0.774,0.95,3.777678466796875,6.207184054374695,5.523642214825445,7.585293949466573
Chronos-2 joint (con X),1,5,0.01683224262336256,2.562945595131327,2.558103028332796,1.5994070864957415,1.26519254986677,0.8991902063653834,0.78,0.944,3.845898406982422,6.311152889251709,5.767641641319584,7.9460651976062175
Chronos-2 joint (con X),1,6,0.0824640314186113,2.749134521023382,2.7504365684591443,1.658444020297081,1.322677096926472,0.938894242059239,0.744,0.94,3.88027001953125,6.357955437660217,5.901463333244269,7.982787878088496
Chronos-2 joint (con X),1,7,0.08352433472203305,2.658954503266562,2.6606129087507866,1.6311385314407807,1.3039400504234377,0.923511871930199,0.776,0.936,3.936941833496094,6.451204205513,5.86194609817488,8.0571821369325
Chronos-2 joint (con X),1,8,0.059899905875945986,2.8227920917517624,2.820734506292204,1.6795042442019026,1.3376503444454297,0.9540374552700547,0.75,0.94,3.9712963256835936,6.51187384223938,6.029775645420509,8.117082876058443
Chronos-2 joint (con X),1,9,-0.0017086874984346796,2.5212758557899786,2.516236223691368,1.5862648655541003,1.263707090280784,0.8999892240798546,0.774,0.958,3.965032440185547,6.527656240463257,5.676602958711343,7.6725658539663595
Chronos-2 joint (con X),1,10,0.014129304599657916,2.5112616348440637,2.506438748822845,1.5831736319250789,1.2792119005993483,0.9007588351292309,0.774,0.972,3.989671173095703,6.600932535171509,5.601046624883117,7.3749861585935035
Chronos-2 joint (con X),1,11,-0.026585086292789443,2.496249125699543,2.491963394261339,1.5785953864943794,1.2392551478419624,0.8917634469756953,0.786,0.952,4.008750305175782,6.603782064437866,5.700037362706556,7.744931055995569
Chronos-2 joint (con X),1,12,-0.06360148058463733,2.4345620176794167,2.4337380419766146,1.5600442435958715,1.253323314919204,0.888201383340487,0.78,0.96,4.036210510253906,6.639182165145874,5.506443543878019,7.577873896911118
Chronos-2 joint (con X),1,13,0.03597985127207586,2.329609241671135,2.326244572885352,1.5252031251231266,1.193067241730105,0.8532676229534351,0.82,0.958,4.033837646484375,6.662904317855835,5.452491293880301,7.890561382051257
Chronos-2 joint (con X),1,14,0.001345260694002958,2.626167794346492,2.620917268484132,1.618924726009252,1.3006088765380357,0.9211480345972647,0.764,0.962,4.064331130981445,6.718158873558044,5.735023576810644,7.483578310267329
Chronos-2 joint (con X),1,15,-0.05686045525442266,2.6349165398380614,2.63287981813013,1.6226151170656984,1.312239209124162,0.9257660580629838,0.752,0.954,4.042897384643554,6.697938696861267,5.7382802825852135,7.450785864991952
Chronos-2 joint (con X),1,16,-0.012923453012344419,2.9423060148803954,2.936588418488393,1.7136476938065166,1.3831421424980581,0.9736292130895622,0.774,0.94,4.067133605957031,6.737319951057434,6.132468462194861,8.127283664758975
Chronos-2 joint (con X),1,17,-0.026208214930207505,2.7799865000407094,2.7751133975704527,1.6658671608415998,1.344848877981036,0.948256537475362,0.746,0.956,4.05963623046875,6.721583667278289,5.8750955483109255,7.941782649214529
