model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
VARMAX(1) con X,0,1,0.09457711538151486,0.9870669921278986,0.9940376888975305,0.9970143875077885,0.8035092107149778,0.5650515987484664,0.8,0.952,2.557245534206509,3.910969547714397,3.506712687420843,4.595001802287705
VARMAX(1) con X,0,2,0.0973154700520309,1.205425086377904,1.212484536916598,1.101128755830397,0.8958005911499446,0.6243981520932467,0.818,0.962,2.8962999570590067,4.429508540179764,3.811771173459479,4.9975431374817045
VARMAX(1) con X,0,3,0.06916596384229884,1.3692703772972918,1.3713157670969292,1.1710319240297973,0.956864834625782,0.6690646703888332,0.792,0.954,2.998696413251736,4.586110405979058,4.023004138543606,5.23890261579651
VARMAX(1) con X,0,4,0.01740479517253301,1.3197967481970332,1.3174600815956372,1.1478066394631272,0.9129949137371928,0.6496937207660767,0.796,0.946,3.0337434777316026,4.639710265704711,4.068989471379084,5.372603354721937
VARMAX(1) con X,0,5,0.014079973545220332,1.491814253520347,1.4890288706683419,1.2202577066621385,0.9781521024602102,0.6893430425982245,0.806,0.94,3.046388137893744,4.659048604622048,4.2467164565372775,5.859065072040199
VARMAX(1) con X,0,6,-0.034356597450224055,1.4857926145967626,1.4840014051559272,1.2181959633638288,0.970982605803074,0.6904423197755584,0.768,0.934,3.051086048473894,4.666233438839603,4.333952863196398,5.665164808758478
VARMAX(1) con X,0,7,0.02433524088882305,1.738169987094334,1.735285851069263,1.3173024903450472,1.0394731255528062,0.7439436557459278,0.744,0.922,3.0528682332690362,4.668959055276886,4.645329954450482,6.424357081346972
VARMAX(1) con X,0,8,-0.05044110380081984,1.5228313497769055,1.522329992029997,1.2338273752960731,0.997256541868949,0.7017015673788581,0.772,0.956,3.0535562799391096,4.67001133185263,4.302405804715566,5.622877487981708
VARMAX(1) con X,0,9,-0.041681518094055445,1.530999444048851,1.5296747941113795,1.2368002240100782,1.0041162297277522,0.7092242850889039,0.756,0.942,3.05382623072316,4.670424185949627,4.281305113544688,5.348303522510464
VARMAX(1) con X,0,10,-0.004789276296653348,1.4266552418876994,1.4238248685713704,1.193241328722472,0.9659547907972421,0.6764376146246666,0.804,0.944,3.0539337841249083,4.670588674683048,4.18424341797383,5.576549785819303
VARMAX(1) con X,0,11,-0.09083371713490829,1.3709728441362783,1.3764816626165497,1.1732355529119247,0.9387516863646578,0.6654188517905577,0.796,0.95,3.053977274737718,4.67065518783559,4.150091717889049,5.4737369605755735
VARMAX(1) con X,0,12,7.551566739965487e-05,1.3598416292427902,1.3571219516869193,1.1649557724166697,0.9494774144865122,0.6595788609237888,0.828,0.968,3.0539951138332087,4.670682470377796,3.9667883593604287,5.442534151503602
VARMAX(1) con X,0,13,-0.05900072333202786,1.395653305931486,1.3963430846733245,1.1816696173945256,0.9363891231058354,0.6649177650218983,0.82,0.946,3.0540025324357014,4.670693816151229,4.167205925399534,5.799729245455738
VARMAX(1) con X,0,14,-0.010294656912900893,1.55055729963058,1.5475621649922746,1.2440105164315431,0.9869455770457851,0.698789038223821,0.788,0.936,3.054005658489787,4.670698597038388,4.370319446530879,5.938670098928724
VARMAX(1) con X,0,15,-0.03868081152143297,1.4645569015229707,1.4631239928998812,1.2095966240445122,0.9777374076705855,0.6858843203332431,0.798,0.942,3.0540069924334032,4.670700637129095,4.19124553763619,5.464812168222834
VARMAX(1) con X,0,16,0.03534850054243295,1.4345745255223759,1.4329548929619287,1.1970609395356315,0.9384740950078724,0.6720017669600564,0.796,0.948,3.054007568506363,4.6707015181566645,4.291758173040205,5.857095504964298
VARMAX(1) con X,0,17,-0.011335319445666283,1.414244358240195,1.4115443589906485,1.1880843231819231,0.944120834874759,0.6710849399863612,0.806,0.942,3.054007820124851,4.670701902973932,4.240100781105919,5.581380373529274
VARMAX(1) con X,0,18,-0.07359992849025473,1.56857350729627,1.5708533097554485,1.253336870021563,0.9873917734955683,0.7042735318679005,0.788,0.932,3.054007931209637,4.67070207286345,4.469137319871414,6.261423800142845
VARMAX(1) con X,0,19,0.020289464693939455,1.4100163427565073,1.4076079724485602,1.1864265558594684,0.9536010583511927,0.6681671255226775,0.8,0.952,3.0540079807470897,4.670702148624442,4.098928018325799,5.564381367355064
VARMAX(1) con X,0,20,0.021378329537781005,1.5212390057446799,1.5186535607070155,1.2323366263756894,0.9829843565612394,0.694175074724335,0.792,0.942,3.054008003046862,4.6707021827290065,4.315496405452892,5.637449230717937
VARMAX(1) con X,0,21,0.013659114823911378,1.4800667400075946,1.477293177945352,1.2154394999115965,0.9740253240324523,0.6861615923498389,0.802,0.94,3.0540080131738065,4.670702198216833,4.2507897447402385,5.802970719912341
VARMAX(1) con X,0,22,0.01902700915495148,1.6064708845280153,1.603619969836342,1.2663411743429738,1.0234732778677014,0.7187037010279359,0.756,0.94,3.0540080178103697,4.6707022053078395,4.411549233997709,5.900465682725272
VARMAX(1) con X,0,23,0.06528980161331972,1.58444282670158,1.5855366992428834,1.2591809636596654,1.0221546403600255,0.7145275125447134,0.77,0.944,3.0540080199492627,4.670702208579007,4.37524130587861,5.833991710030104
VARMAX(1) con X,0,24,-0.00295405052150927,1.7474202748686942,1.743934160733442,1.3205809936287294,1.0410974104770183,0.7445728577906171,0.756,0.91,3.054008020942846,4.670702210098557,4.736414749813585,6.52335017347965
VARMAX(1) con X,0,avg_all,0.0030824413298209848,1.4577688558772934,1.4571697839834812,1.2053692843727986,0.9659053719224641,0.6819815652615212,0.7896666666666666,0.9435,3.0230709601714008,4.623388058620151,4.226645741677655,5.657598327345346
VARMAX(1) con X,1,1,0.0782116739061801,1.0826097993023969,1.0865616456389986,1.0423826771579614,0.8301341627682546,0.5903206798598345,0.758,0.94,2.5468042112879905,3.895000922321991,3.6871155048745696,4.845134115067796
VARMAX(1) con X,1,2,0.0641893462917219,1.35214240526935,1.3535583926361696,1.163425284509568,0.9192458218560505,0.6545538178931524,0.79,0.934,2.8752180276037063,4.397266511401596,4.102978737600373,5.56661111705759
VARMAX(1) con X,1,3,-0.10963771626057721,1.3384868972191146,1.3478303522515092,1.160960960692266,0.9304190744998646,0.6568946435647429,0.806,0.934,2.973213825668413,4.5471381513784594,4.0921590416357025,5.499400395792677
VARMAX(1) con X,1,4,-0.05960356962958886,1.5503191126042002,1.5507710598915816,1.2452995864014336,1.0128258601338085,0.7111815006475725,0.766,0.936,3.0066320221257268,4.598246872436267,4.334762848454774,5.672837363924848
VARMAX(1) con X,1,5,0.04179757937863116,1.4900987613964571,1.488865601515578,1.220190805372495,0.9452846085112121,0.6834457020341943,0.794,0.926,3.0187002857949037,4.6167036889885305,4.396370271221317,6.022030547134721
VARMAX(1) con X,1,6,0.08392330152501137,1.681433302848481,1.6851135567816415,1.298119238275761,1.0316112677496607,0.7354842046807542,0.752,0.92,3.0231985812513464,4.623583238218914,4.632531327779212,6.183026802858764
VARMAX(1) con X,1,7,0.06338428565149536,1.6339540214992632,1.6347036811238163,1.2785553101543228,1.0101191514141168,0.7174011915940333,0.788,0.92,3.024912186330817,4.626203971032008,4.554305932168275,6.57085432813198
VARMAX(1) con X,1,8,0.043855118551541006,1.6050820156728907,1.6037951230647132,1.2664103296580904,1.012838877846913,0.7172853135602125,0.764,0.924,3.0255766186754016,4.627220132613455,4.505463489340865,6.062021555095725
VARMAX(1) con X,1,9,-0.018707491881256044,1.464576842995315,1.4619976595618114,1.2091309521974083,0.9601287669695701,0.6840186024691933,0.786,0.938,3.0258383503765605,4.627620416707887,4.303983758648409,5.74782841844623
VARMAX(1) con X,1,10,-0.004542170837995062,1.4846031936274673,1.4816546185561357,1.2172323601334856,0.9828462620033227,0.6911777816213982,0.8,0.946,3.0259429919957297,4.627780452254148,4.202306205043374,5.600559691522702
VARMAX(1) con X,1,11,-0.04966616520699222,1.5228813767252063,1.5223023419381239,1.2338161702369295,0.9667950194032588,0.6958674889806726,0.772,0.93,3.0259854271478903,4.627845351218925,4.4205526957930195,5.764671569243785
VARMAX(1) con X,1,12,-0.04180594818056316,1.4640926895736792,1.4629122414978084,1.2095090911182969,0.974467672965953,0.6841435274183434,0.792,0.952,3.0260028735066515,4.6278720331221335,4.214455360349281,5.611497970682687
VARMAX(1) con X,1,13,0.03882626638362683,1.3922196327681815,1.3909426724639369,1.179382326671015,0.9551075579666266,0.666560482922043,0.808,0.96,3.026010141870092,4.627883149124773,4.061301663976473,5.496113438949716
VARMAX(1) con X,1,14,0.006380786542991776,1.6050614262046417,1.6018920177891396,1.2656587288005956,1.0052699471310491,0.716091522315584,0.742,0.928,3.0260132088330782,4.627887839639887,4.484305789242176,6.005153264514162
VARMAX(1) con X,1,15,-0.0505169481449964,1.488347003546748,1.4879222715895377,1.2198041939547255,0.9798462552822784,0.6925499951914645,0.768,0.948,3.026014518899577,4.627889843213693,4.289287467742688,5.651735979255314
VARMAX(1) con X,1,16,-0.01338345943323831,1.7184397107242388,1.7151819482891923,1.3096495517080866,1.0439397294033672,0.7397924884481308,0.748,0.928,3.0260150850719314,4.62789070909959,4.6444435488572555,6.357755476519644
VARMAX(1) con X,1,17,0.011754079765332296,1.6520350976023759,1.6488691857983004,1.2840830135930856,1.0175136042853392,0.7304731987773089,0.746,0.914,3.0260153324828836,4.6278910874819985,4.592452472625327,5.945097791716412
VARMAX(1) con X,1,18,0.0033785357406089537,1.6298785244488374,1.6266301819036908,1.2753941280653955,1.0198189402287288,0.7205635498933481,0.75,0.94,3.026015441737238,4.627891254572106,4.4720207418811295,5.9552405571037
VARMAX(1) con X,1,19,-0.0605704805874794,1.4842786929481233,1.4849789186808264,1.2185971108946658,0.9883279580477412,0.695710352214839,0.768,0.944,3.0260154904605603,4.627891329087998,4.259472268887926,5.361452834397264
VARMAX(1) con X,1,20,0.031610257841336684,1.4667439430770066,1.4648096635916497,1.2102932138914313,0.9529189624573076,0.6826091721149613,0.776,0.938,3.02601551239064,4.6278913626271585,4.334764734060268,5.773599769471977
VARMAX(1) con X,1,21,-0.0005170084700438422,1.448011069277093,1.445115314436299,1.202129491542529,0.9622398951417348,0.6826708577913693,0.768,0.952,3.0260155223464538,4.627891377853262,4.235884979387969,5.4054763048276735
VARMAX(1) con X,1,22,0.014863134946147745,1.798493303058712,1.7951172292330202,1.339819849544341,1.059883806207777,0.7592417660460503,0.726,0.904,3.026015526902416,4.6278913848210115,4.837087880772593,6.490764961647636
VARMAX(1) con X,1,23,0.0659341683629854,1.7364253577092057,1.7372998215515028,1.3180666984456828,1.0652917569350433,0.7538187398591363,0.732,0.916,3.026015529002766,4.627891388033217,4.648468127693256,6.285680931188397
VARMAX(1) con X,1,24,-0.00731461711804951,1.6166304725184273,1.613450715196974,1.2702167985021195,1.0190898719199,0.7206935715310961,0.766,0.924,3.026015529977674,4.627891389524208,4.508449972530171,5.9812581570643815
VARMAX(1) con X,1,avg_all,0.005493456630701274,1.5294518605257255,1.5288448422909149,1.2349219946467371,0.98524853463037,0.6992729229762266,0.7694166666666666,0.9331666666666667,2.9962584267391854,4.58238182736555,4.3672885341902665,5.827325139233991
Chronos-2 joint (con X),0,1,0.04859518529172302,1.0510273469500504,1.051286784289687,1.0253227707847354,0.8304772601544071,0.5846034338022011,0.794,0.962,2.6303829193115233,4.421137626171112,3.590575685428539,5.027984432449305
Chronos-2 joint (con X),0,2,0.04385790842242204,1.3272138497742794,1.326482938205922,1.1517304103851396,0.9348023889093882,0.6590335340725108,0.77,0.97,2.919439869880676,4.847485896110535,4.081406311424238,5.317040127360764
Chronos-2 joint (con X),0,3,0.012735164661157521,1.4531579834017014,1.4504138518538454,1.2043312882483148,0.9717703228556929,0.687320862402348,0.798,0.954,3.104492889404297,5.138388707160949,4.33171277102154,5.77596558910878
Chronos-2 joint (con X),0,4,-0.014912775411815536,1.498077931508606,1.4953041665160731,1.2228263026759252,0.9754240814176157,0.6955518008366575,0.792,0.954,3.1703040771484376,5.221093649864197,4.418547216285745,5.837162796932975
Chronos-2 joint (con X),0,5,-0.024320693200693726,1.7092022052473161,1.7063752969545831,1.3062830079866243,1.0420180867060302,0.7425805492684846,0.766,0.956,3.2030710906982423,5.270106386184692,4.678715876053731,6.301784808022421
Chronos-2 joint (con X),0,6,-0.039076421286473303,1.6596912314837131,1.6578988157213033,1.2875941968342757,1.0200325790322342,0.7264937989881427,0.764,0.95,3.210959228515625,5.27615055847168,4.554173033505612,6.014240854677775
Chronos-2 joint (con X),0,7,0.0731691430170633,1.9359763355090442,1.9374581063278804,1.391926041974889,1.1015010978307695,0.7791658115476192,0.77,0.946,3.252765380859375,5.342324918270111,4.885111973479871,6.834957732730447
Chronos-2 joint (con X),0,8,0.005124556139752272,1.7028653994287637,1.6994859297055362,1.303643329176173,1.0505975491562347,0.7387934154504744,0.776,0.968,3.263810302734375,5.3662320337295535,4.614182861286856,6.219586015697677
Chronos-2 joint (con X),0,9,0.019387208596505775,1.7536055141704696,1.750474166999293,1.3230548616740323,1.073605142128307,0.7564972761261285,0.762,0.962,3.2550374755859375,5.3729682297706605,4.6935737551398455,5.889666055783453
