model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
VARMAX(1) con X,0,1,0.08773822064458527,0.9837326308629635,0.9894631609631137,0.9947176287585908,0.8001906936715799,0.5641629861882186,0.786,0.954,2.557328748863382,3.9110968135496997,3.4960126094401622,4.543303280776857
VARMAX(1) con X,0,2,0.11433923865651816,1.501891089437004,1.511960768754682,1.229618139405353,0.9984258612130851,0.6972368546622189,0.812,0.958,3.236309751530195,4.94950864744912,4.240426158896826,5.599749076535367
VARMAX(1) con X,0,3,0.1056607537268141,2.0014638571918066,2.008625124355538,1.4172597236764821,1.164402733464184,0.8087489669259166,0.79,0.968,3.6509356308054293,5.583624208840809,4.859704453179871,6.3378291003095075
VARMAX(1) con X,0,4,0.047479640804589454,2.219529164168624,2.2173444221312173,1.4890750223313858,1.184300804356157,0.8425897601565622,0.816,0.96,3.942165303196356,6.029021557228452,5.233692957181713,7.0085047620420795
VARMAX(1) con X,0,5,0.030121109653812008,2.685820640086119,2.6813562800527255,1.6374847419297456,1.3017318697108666,0.9247382872721767,0.792,0.942,4.1579487182829515,6.359033812218025,5.86595480014028,7.956230068613991
VARMAX(1) con X,0,6,-0.021154829149268986,3.0703622892425306,3.064669091460385,1.7506196307194732,1.3823753535438374,0.9923976315145473,0.76,0.946,4.322050750233029,6.6100062124392505,6.296713803181468,8.174112633547386
VARMAX(1) con X,0,7,0.03436607299135409,3.8239027283080778,3.817435949824306,1.9538259773644904,1.5686827171425914,1.1066082850977077,0.75,0.926,4.4487989401441155,6.803850841099055,6.919576334083198,9.757856256417242
VARMAX(1) con X,0,8,-0.031462564618703684,3.848150832571106,3.84144442387835,1.9599603118120401,1.5570416647876253,1.1152605300341403,0.726,0.928,4.547738378495953,6.9551656543565255,7.075780868688451,9.381183277722197
VARMAX(1) con X,0,9,-0.0319093612870679,3.939961313499145,3.9330995982098957,1.9832043763086789,1.597614503843007,1.1309732573781537,0.738,0.924,4.625582814278125,7.074218445232776,7.000094949535002,9.316215463366554
VARMAX(1) con X,0,10,-0.006999606989918343,3.901164159703461,3.89341082588207,1.9731727815581863,1.570666485825153,1.1175234273221513,0.764,0.916,4.687212683393641,7.168473196337535,7.080979225133378,9.791678699356723
VARMAX(1) con X,0,11,-0.09505037795662813,3.948176938941866,3.9493151594136795,1.987288393619225,1.5656501878976705,1.1216431172527332,0.764,0.924,4.736255163773385,7.243477197613109,7.1646384698609555,9.985819760854705
VARMAX(1) con X,0,12,-0.029962114567837064,3.8722952625771363,3.8654484003613554,1.9660743628767847,1.5726860314402487,1.1092801875290317,0.786,0.934,4.775449590431072,7.3034199004345215,6.907984124630631,9.760941361234767
VARMAX(1) con X,0,13,-0.09177557840729354,3.8352010038248228,3.8359533586091734,1.958559000543301,1.5290579270494966,1.0956395660745168,0.788,0.924,4.806890223417263,7.351504199155574,7.054261560266948,10.269902762646682
VARMAX(1) con X,0,14,-0.0526901406725383,4.082189231293367,4.076801103754865,2.0191089875870656,1.5819379910102391,1.1314752388898828,0.768,0.938,4.832193680989251,7.390202498044821,7.168787393879887,10.064753212219731
VARMAX(1) con X,0,15,-0.07798333246928268,4.068647848963549,4.066591953408632,2.0165792703012277,1.5794670293196473,1.1346777229817757,0.764,0.93,4.85261767521641,7.421438301723687,7.230171604925445,9.99857324220401
VARMAX(1) con X,0,16,-0.012018692725132169,4.043812124317705,4.035868949043894,2.008947224056395,1.5930915979585158,1.1294589014466272,0.78,0.938,4.869147048920713,7.446717797312053,7.093774817402657,10.14570234330934
VARMAX(1) con X,0,17,-0.04753080981813416,4.0273723089041615,4.02157674216832,2.005386930786256,1.5650904046549128,1.127427577207565,0.77,0.936,4.882557197692877,7.467226850031749,7.217807935079929,9.930736806271785
VARMAX(1) con X,0,18,-0.10754174003945235,4.32654139824152,4.329453541295749,2.080733894878379,1.6516512413585729,1.1729268247776194,0.776,0.916,4.8934614759914945,7.4839035045787,7.430137960957346,10.168678365801282
VARMAX(1) con X,0,19,-0.025000634109829913,4.312445448292014,4.304445589101318,2.0747157851381277,1.6652544232022364,1.1700971851941004,0.77,0.936,4.902347039099921,7.49749280066564,7.227614776063098,10.042945028444585
VARMAX(1) con X,0,20,-0.01885173749853844,4.664314931624758,4.655341689768226,2.1576240844429377,1.7297391472992325,1.2239921311561472,0.742,0.92,4.909602200642593,7.508588612732805,7.65393461474257,10.33154784049891
VARMAX(1) con X,0,21,-0.0132659778934045,4.560463812620951,4.551518871165182,2.1334288999554643,1.7026522590740218,1.205998894498121,0.752,0.924,4.915537481588855,7.517665841621247,7.525101248288147,10.516679850282157
VARMAX(1) con X,0,22,2.6491988657022515e-05,4.9318596880690775,4.921995969394772,2.218557181907821,1.8022750922748858,1.2621302614948755,0.736,0.906,4.920401915772502,7.525105351713112,7.826873592020024,11.06617257675601
VARMAX(1) con X,0,23,0.05468887358936786,5.075796003824683,5.068635284711508,2.251362983774831,1.804977950180533,1.2782647417132138,0.738,0.902,4.924395754732331,7.531213401308436,7.986070939303315,11.153148758799267
VARMAX(1) con X,0,24,0.008350377778333971,5.517119028205821,5.5061545189584455,2.346519660893223,1.844002604428534,1.3306317859845231,0.708,0.89,4.927680417191789,7.536236859041239,8.654850959199745,12.297375776402838
