model,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
"SARIMAX(1, 0, 0) con X",1,0.05837751886770248,1.2759333667331665,1.276789434708849,1.1299510762457148,0.8964638608247716,0.6377021180373963,0.82,0.956,2.9902770551524807,4.573234108925428,4.001629080071872,5.461343350074848
"SARIMAX(1, 0, 0) con X",2,0.005221932370198869,2.4188386113486917,2.414028202703673,1.5537143246760883,1.2277471521036645,0.8765836754357862,0.776,0.928,3.7459662334785873,5.728960973803024,5.601469695238412,7.759221016927701
"SARIMAX(1, 0, 0) con X",3,0.09048083462367384,3.0523104223561583,3.054392582945645,1.7476820600285525,1.402824577698173,0.9947471698647535,0.758,0.918,4.1249784181719304,6.308610089509983,6.305082062123828,8.377117557563349
"SARIMAX(1, 0, 0) con X",4,0.08344105382492163,3.6128899562430528,3.6126265857939797,1.9006910811054962,1.5187009969177214,1.0792647828821973,0.74,0.91,4.33725684387546,6.63326192581512,6.8325324230284865,9.221305292829786
"SARIMAX(1, 0, 0) con X",5,0.0211709038810666,3.863724797169707,3.8564455547465086,1.9637834795991407,1.5945402691974933,1.1220254576848638,0.736,0.908,4.463270035765901,6.825982472004964,6.880884275615007,9.369770879244538
"SARIMAX(1, 0, 0) con X",6,-0.0035379197109725,4.3943620174013684,4.385585810242454,2.0941790301314867,1.6252908142210152,1.1720995569951824,0.734,0.896,4.541036993896263,6.94491677103801,7.59868182255133,10.72789624458756
"SARIMAX(1, 0, 0) con X",7,0.04739926209341049,4.609008293955403,4.602036967414499,2.1452358768710025,1.7047142074064676,1.2195365960462368,0.708,0.898,4.590445106443265,7.020479958458469,7.724276907830863,11.074497732250679
"SARIMAX(1, 0, 0) con X",8,-0.04738857897148665,4.433723799178952,4.4271020289975365,2.1040679715725763,1.7005560380217775,1.2040853142549863,0.722,0.9,4.622571943486822,7.069613715722298,7.5347186012059595,10.546129334280613
"SARIMAX(1, 0, 0) con X",9,-0.06350610301128048,4.76400873131832,4.758513738975368,2.1814017830228725,1.7718755658795897,1.2528409805189331,0.716,0.874,4.643867434058636,7.102182358043081,7.938561912377257,11.016197792392775
"SARIMAX(1, 0, 0) con X",10,-0.07493559605459273,4.396149221785748,4.392972266898233,2.0959418567551515,1.690252864118135,1.2026900423523932,0.716,0.898,4.658216484173286,7.124127336453012,7.5823361350142395,10.499351129577036
"SARIMAX(1, 0, 0) con X",11,-0.09933768784491635,4.331207809126298,4.332413369734425,2.081445019628053,1.6653054966251606,1.195114261695539,0.718,0.888,4.668023723985969,7.139126215419246,7.597061821719813,10.909417636388463
"SARIMAX(1, 0, 0) con X",12,-0.03187005656734637,3.724898891649189,3.718464794371496,1.9283321276096335,1.545975642362934,1.0975264743121178,0.758,0.932,4.6748116993971465,7.149507527955984,6.918482857376495,9.455038290789405
"SARIMAX(1, 0, 0) con X",13,0.0010969682739481745,3.9700219551434675,3.9620831145725717,1.9904982076285755,1.575705522910929,1.1266755596344356,0.766,0.904,4.679563253198511,7.156774402400734,7.328344374533425,10.56645810401727
"SARIMAX(1, 0, 0) con X",14,0.0034524961901976283,4.341029402318236,4.332359263243544,2.0814320222489955,1.6297469487029066,1.1762819844734143,0.722,0.908,4.682923543720515,7.161913523274032,7.669482548604537,10.944150460789157
"SARIMAX(1, 0, 0) con X",15,0.047343306148999634,4.4066916678583015,4.4001196731597085,2.09764622211652,1.6865910878550523,1.203575625373519,0.72,0.908,4.685322335156563,7.165582158190888,7.585156344057778,10.34463924928349
"SARIMAX(1, 0, 0) con X",16,0.097517095457114,4.648402111737169,4.648614891420092,2.1560646770030094,1.719537686497643,1.2286880600630283,0.704,0.896,4.6870496702770215,7.168223889289591,7.698802429969807,11.080542305625393
"SARIMAX(1, 0, 0) con X",17,0.16232176601223955,4.460787606640904,4.478214387148952,2.116179195424847,1.6851105091044483,1.2089001081316564,0.726,0.908,4.688303601472643,7.170141611563592,7.6212886754030045,10.655557951561601
