model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
VARMAX(1) con X,0,1,-0.02049177600238915,0.987878285486737,0.986322441799496,0.9931376751485647,0.7949877819920356,0.5614760142989522,0.814,0.952,2.5578423188919,3.9118822511290245,3.4761987642546965,4.799693562325987
VARMAX(1) con X,0,2,0.053010594382166196,1.3318553794446975,1.332001791802557,1.154123819961514,0.9299871998511722,0.6544313946765684,0.776,0.934,2.8431625840753103,4.348241941096912,4.040957508780752,5.298240354857028
VARMAX(1) con X,0,3,0.020290966196562055,1.388916117892553,1.3865500089659568,1.1775185811552855,0.9328932296194962,0.6659584078928874,0.78,0.928,2.9135044185346533,4.4558204934185275,4.206698515694799,5.775035894745224
VARMAX(1) con X,0,4,0.010535054209113354,1.5631592656478985,1.5601439344837933,1.2490572182585524,1.0133534516235922,0.7110300798908131,0.754,0.922,2.9334821442984103,4.486373788379655,4.425844214944898,5.9513593678596886
VARMAX(1) con X,0,5,-0.002767434134031786,1.5620910888361683,1.5589745653501834,1.2485890298053173,1.004511940646243,0.7097148715429777,0.74,0.928,2.940024917181969,4.496380096011417,4.399398935487335,5.736291409088232
VARMAX(1) con X,0,6,0.06895008782754772,1.328401774366501,1.330499085429193,1.1534726201471768,0.9158537425492114,0.6515241926000183,0.798,0.934,2.9425041514571606,4.5001717576341305,4.135258005476327,5.526768558586015
VARMAX(1) con X,0,7,-0.0300200540790149,1.334562018678159,1.3327940982877093,1.154467019142474,0.9047389436887592,0.6490840757714442,0.796,0.936,2.9435504262538066,4.501771896851703,4.138497246240687,5.718927278208652
VARMAX(1) con X,0,8,-0.07485916657246497,1.569216156566251,1.571681619073042,1.2536672680871277,1.0235184237632258,0.7167010081954813,0.742,0.926,2.944017839618194,4.502486743904856,4.372900120911453,5.777192032602225
VARMAX(1) con X,0,9,0.020185602378298074,1.4606434231902614,1.4581295948872566,1.207530370171805,0.9945244805931636,0.6888855288118696,0.772,0.954,2.944231932604011,4.50281417087137,4.133578657643329,5.57956420587627
VARMAX(1) con X,0,10,0.055247250805700816,1.4307444004351537,1.4309351703558701,1.1962170247726247,0.9525820739995158,0.6755273286003308,0.776,0.932,2.9443317175688226,4.502966778805762,4.217023168660377,5.657599597773492
VARMAX(1) con X,0,11,0.09932235840743833,1.3457944171262823,1.352967759171645,1.1631714229517698,0.9433965310681397,0.6603361646269017,0.78,0.946,2.9443793649246413,4.503039649148149,4.0935491277468605,5.549363961733863
VARMAX(1) con X,0,12,0.002828572248101312,1.3954786460544586,1.3926956895833131,1.1801252855452735,0.9548925187949432,0.6689297062858593,0.796,0.942,2.944402837724148,4.503075547697131,4.143712685109798,5.640445860521726
VARMAX(1) con X,0,13,0.03575936064763821,1.365995729018864,1.3645424694347563,1.1681363231381672,0.938177498930867,0.6603284506910146,0.794,0.946,2.9444147470937714,4.503093761506215,4.103992410308658,5.661878207049921
VARMAX(1) con X,0,14,0.03991736648785486,1.3788371681057268,1.3776728899168402,1.1737431107004803,0.9483498551933458,0.6689172077295663,0.784,0.946,2.944420915433902,4.503103195168357,4.118415307079275,5.3329278422382975
VARMAX(1) con X,0,15,-0.04945648242127143,1.5155377324833026,1.514952600671822,1.2308341076976304,0.9902127756736518,0.699506793518857,0.77,0.92,2.944424149104796,4.503108140641226,4.364704480826141,5.995042003347795
VARMAX(1) con X,0,16,-0.02178162824422176,1.595372733863351,1.5926564277245943,1.2620049238115492,1.0103554863352266,0.7176252624376189,0.74,0.916,2.9444258586889056,4.503110755224492,4.539874225498338,5.987736075073911
VARMAX(1) con X,0,17,0.02864730368600698,1.4904883059470058,1.4883279973435901,1.2199704903576931,0.98091516862719,0.6953069162816085,0.764,0.93,2.9444267705034535,4.503112149724513,4.335686720559262,5.665740070123372
VARMAX(1) con X,0,18,0.09936790458181645,1.5495134590496573,1.5562884125925405,1.2475128907520516,1.0000901472146995,0.7091858702112916,0.75,0.932,2.9444272615669322,4.5031129007412884,4.394224317081173,5.926911069860593
VARMAX(1) con X,0,avg_all,0.018593660022491687,1.4219158945662793,1.4215631420485644,1.1907377323113921,0.95740784723136,0.6758038485591145,0.7736666666666666,0.9346666666666666,2.914554130862488,4.457425889886374,4.202250800683565,5.643373186215126
