model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
VARMAX(1) con X,0,1,-0.017079563572754728,0.9932679057920454,0.9915730814722975,0.9957776265172348,0.7922253728415313,0.5627246382153491,0.812,0.94,2.55790995385319,3.9119856898760808,3.5005807014452643,4.84310962300272
VARMAX(1) con X,0,2,0.052855491708197505,1.3543009574347264,1.3543860585235703,1.1637809323595099,0.9368112480667133,0.6596716489899412,0.786,0.944,2.876980151697847,4.3999614476442375,4.093340445339845,5.346194207690888
VARMAX(1) con X,0,3,0.0201246458074238,1.4462934307328459,1.4438058452402567,1.2015847224562473,0.9554213321912662,0.680374899505709,0.784,0.936,2.973618858484911,4.547757595616392,4.284549012170219,5.679142897193147
VARMAX(1) con X,0,4,0.004558382200962269,1.6265715207117872,1.6233391565186532,1.2741032754524466,1.02653115598313,0.7240529509796383,0.758,0.93,3.0075741664238533,4.599687757799148,4.542281706692371,6.131542858725922
VARMAX(1) con X,0,5,-0.013183857674582699,1.6325050081919776,1.6294138122787782,1.2764849440078712,1.0295195228794585,0.7255250709990151,0.75,0.934,3.0204347198091392,4.619356276908411,4.47557818052722,5.797199289443192
VARMAX(1) con X,0,6,0.06178165096220292,1.4283997543806144,1.4293599272674684,1.195558416501456,0.9487404540658072,0.6748651470836832,0.806,0.934,3.0255671091139655,4.627205588994277,4.2695410680665535,5.747987159723028
VARMAX(1) con X,0,7,-0.03687891854528635,1.4247760734737158,1.4232865759598383,1.1930157484123327,0.9388489548670103,0.6716145446457161,0.782,0.938,3.0277059107102064,4.630476603763724,4.326032625282207,5.900662644839415
VARMAX(1) con X,0,8,-0.07716649919673901,1.6787135545838057,1.6813107960729183,1.2966536916512899,1.0598166550748425,0.7421275898631562,0.748,0.93,3.028632235555923,4.631893295361943,4.525328480230397,6.166915191320708
VARMAX(1) con X,0,9,0.02284446342810349,1.5701380838577226,1.5675196771993232,1.2520062608466953,1.026284133634685,0.7131669663970887,0.776,0.94,3.0290478079012315,4.632528858418216,4.324360196244697,6.0291060234572225
VARMAX(1) con X,0,10,0.054253410749626245,1.554421356817922,1.5542559466822539,1.2466980174373639,0.9803903164685667,0.701741777400096,0.754,0.934,3.0292403723346246,4.632823360305072,4.442049510793428,6.123246436056873
VARMAX(1) con X,0,11,0.0931878894345259,1.4614805047124633,1.4672415264403003,1.2112974558052618,0.9781213112554235,0.688568750355832,0.786,0.944,3.029332293109374,4.632963940998659,4.281692330461677,5.7551641745142454
VARMAX(1) con X,0,12,-0.00023914656686917723,1.482841715445159,1.4798760892053486,1.2165015779707598,0.982994599511241,0.6909207995036288,0.784,0.936,3.029377385862538,4.633032904413428,4.280073752414284,5.828511639538064
