model,var,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
Chronos-2 joint (con X),0,5,0.2557606206505054,3.0588934766400713,3.1181891847623238,1.765839512742402,1.3861985075295835,0.9906607264582254,0.788,0.97,4.450734344482422,8.23550754070282,6.301983902849514,8.969499779029546
Chronos-2 joint (con X),0,6,0.1833859372355633,2.9535117752021565,2.9812351536275243,1.7266253657431088,1.3901487213458754,0.9752182653274344,0.808,0.986,4.571607421875,8.460434218406677,5.974220987887507,8.802114982118816
Chronos-2 joint (con X),0,avg_all,0.15931376790938703,2.5004195277620513,2.5256411085350163,1.5749664113635689,1.2586918679268002,0.8899840429422984,0.7986666666666666,0.9723333333333334,4.039038879394531,7.526197695970535,5.552991470290784,8.245614226392526
Chronos-2 joint (con X),1,1,-0.032797686548629454,1.2414657566183354,1.2400585133480404,1.1135791455249333,0.879648540667991,0.6295126589138644,0.78,0.972,2.8601358337402343,5.275058066368103,4.00073926261937,5.725075029844696
Chronos-2 joint (con X),1,2,0.11264654468030517,1.761421861130883,1.7705882614370332,1.3306345333851188,1.0759007023241662,0.7546293149670057,0.788,0.972,3.334063781738281,6.093819902896881,4.657717647046629,6.742858356806888
Chronos-2 joint (con X),1,3,0.09962399541861928,1.9652255680087185,1.9712200573358682,1.4040014449194376,1.132416756031881,0.8007316844198301,0.77,0.974,3.620634521484375,6.630656033515931,5.00794936547263,7.061795815657695
Chronos-2 joint (con X),1,4,0.1281537150670948,2.3417576989440305,2.353497558231637,1.5341113252406544,1.2296781000415649,0.8670881798090909,0.786,0.97,3.793203796386719,6.900028064727783,5.3707885080557105,7.548820625658608
Chronos-2 joint (con X),1,5,0.21567987073259265,2.262978560943474,2.304970410460814,1.5182129002418647,1.2098437468212568,0.8599341577952309,0.772,0.972,3.88733349609375,7.056465360164642,5.3875966821396055,7.616568071205693
Chronos-2 joint (con X),1,6,0.23499555508689393,2.1946758629361347,2.2455094221208602,1.4985023930981425,1.172221602546489,0.8367487147213818,0.822,0.972,3.9745712890625,7.22309415769577,5.3541978008522495,7.786783854001744
Chronos-2 joint (con X),1,avg_all,0.1263836657394794,1.9612542180969292,1.9809740371557087,1.399840290401692,1.1166182414055583,0.7914407851044002,0.7863333333333333,0.972,3.578323786417643,6.529853597561519,4.9631648776977,7.080316958862554
