model,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
"ARIMA(3, 0, 0)+trend",1,0.0009202430829134727,0.9526415480638759,0.950737111815081,0.975057491543489,0.7709723557817831,0.5506539098815131,0.796,0.946,2.505624028555221,3.832021267657278,3.472717288406192,4.581793253545718
"ARIMA(3, 0, 0)+trend",2,0.017958235443199938,1.7315522583801197,1.7284116520835926,1.3146907058633952,1.0840252991855912,0.7533573568400375,0.776,0.958,3.3354411652111695,5.101117061636244,4.476703940991073,5.777687713798283
"ARIMA(3, 0, 0)+trend",3,0.008459943054042273,2.347154587215256,2.3425318486773063,1.530533190975389,1.240909381619609,0.8725442584303289,0.746,0.926,3.6335023371725,5.556962287017993,5.433238758184994,7.129884605622941
"ARIMA(3, 0, 0)+trend",4,-0.06384799159535616,2.6726130026641775,2.671344342689608,1.6344247742522775,1.3028803351362328,0.9263925491450133,0.756,0.912,3.777667627991813,5.777444072865227,5.819809165577101,7.898021847985598
"ARIMA(3, 0, 0)+trend",5,-0.06034730294522553,2.721340633792392,2.71953974949757,1.6491027104148395,1.3088517373668436,0.9296188603308663,0.756,0.922,3.8662338777312097,5.912894463159293,5.868613621806442,7.856729996978935
"ARIMA(3, 0, 0)+trend",6,0.03831748275672363,2.834629641123374,2.830428611325942,1.6823877707965966,1.3388040036605529,0.9536018248937391,0.752,0.928,3.92061372418783,5.99606126144143,5.976400051179369,8.108809042725877
"ARIMA(3, 0, 0)+trend",7,0.01660304057739299,2.9421014986598095,2.9364929566189013,1.7136198401684375,1.3600679250176853,0.9682387280151146,0.754,0.92,3.9532410308989316,6.045960421011442,6.115968828600777,8.289624748208976
"ARIMA(3, 0, 0)+trend",8,-0.011890927056934494,3.125739219499839,3.1196291352071106,1.7662471897237686,1.4206733941235046,1.003781915057077,0.734,0.914,3.973619666195607,6.077126854192442,6.268232903700559,8.168374504162626
"ARIMA(3, 0, 0)+trend",9,-0.02221683563386208,3.1521335816521585,3.146322902274434,1.773787727512634,1.4159745463923918,1.0037591361927178,0.736,0.92,3.986887086980377,6.097417623292196,6.328865810242445,8.81932742706781
"ARIMA(3, 0, 0)+trend",10,-0.03254820023114348,3.2273159444472848,3.2219206978966834,1.7949709462541958,1.4053465334337234,1.0157506030207046,0.734,0.898,3.9956474172499634,6.110815392279961,6.565617446008583,9.024837837184396
"ARIMA(3, 0, 0)+trend",11,-0.05012678563560545,3.4168341013164434,3.4125131277519625,1.8472988734235622,1.4780304670982998,1.052804065662465,0.704,0.902,4.001473985690246,6.119726359738023,6.743298541208729,9.184815181713793
"ARIMA(3, 0, 0)+trend",12,0.0477315884125017,3.395846736069303,3.391333347129551,1.8415573157329508,1.477088950140268,1.044207176699727,0.732,0.906,4.005400749620655,6.1257318269282,6.582954815058086,9.592199425443805
"ARIMA(3, 0, 0)+trend",13,0.10041321178440714,3.2833694885416698,3.2868855626654434,1.81297698900605,1.447763331718996,1.0304991950706535,0.738,0.906,4.008083798847904,6.129835196621269,6.491453856985287,8.822158613076207
"ARIMA(3, 0, 0)+trend",14,0.03482862590640915,3.3122782417416587,3.3068667184407072,1.8184792323369292,1.446378732375376,1.0309501526936382,0.732,0.91,4.009935414579595,6.132666998512736,6.539833110575035,9.052061158150591
"ARIMA(3, 0, 0)+trend",15,0.12687782255873117,3.193773152833579,3.203483588385154,1.789827809702697,1.409147605289531,1.0070041664729863,0.762,0.91,4.011223415463452,6.134636825878458,6.394866041469668,9.10281226885705
"ARIMA(3, 0, 0)+trend",16,0.07091464550017818,3.4041425243946626,3.402363126292288,1.844549572739179,1.468817366593048,1.0456535799893998,0.736,0.902,4.012126449692454,6.1360178975522315,6.611254007399163,9.299589894748372
"ARIMA(3, 0, 0)+trend",17,0.17512446573954937,3.273922654733766,3.2980433879248565,1.8160515928587646,1.4695169257101288,1.0414723029991424,0.71,0.908,4.012764494252368,6.136993702499609,6.508615176502868,8.687122782468133
"ARIMA(3, 0, 0)+trend",18,0.16330843030321354,3.226379013672093,3.246595899052848,1.8018312626472124,1.4360709848076527,1.0282374183193252,0.714,0.906,4.013218471387019,6.137688000612648,6.4839345249533205,9.005571982842918
"ARIMA(3, 0, 0)+trend",19,0.11969751656583799,3.4976921437694255,3.505024254953915,1.8721710004574676,1.4959282565354066,1.061219464702624,0.726,0.892,4.013543506957979,6.138185099621304,6.771599649560772,9.687045280366204
"ARIMA(3, 0, 0)+trend",20,0.15043989872168775,3.734685712285965,3.749848503988789,1.9364525566067425,1.5248958780677087,1.0952396924709193,0.702,0.89,4.013777577583842,6.1385430797517,6.997585003067869,10.27103639528746
"ARIMA(3, 0, 0)+trend",21,0.1740934569579524,3.5326045382127793,3.555847860891923,1.8856955907282391,1.4727268343142084,1.0639766848960164,0.71,0.9,4.0139470710360685,6.138802297617681,6.823902541667625,10.165430362295131
"ARIMA(3, 0, 0)+trend",22,0.18280950991158246,3.4840192219910464,3.5104705004611816,1.8736249625955514,1.49023293239486,1.0593664248000147,0.748,0.902,4.014070441348395,6.138990976228383,6.743233191938911,10.332447798403738
"ARIMA(3, 0, 0)+trend",23,0.14296439885818246,3.658337264076222,3.6714594088889494,1.916105270826462,1.5165843789810047,1.0858093541098979,0.716,0.898,4.01416067483268,6.139128976433881,6.985410643267929,10.21653746466607
"ARIMA(3, 0, 0)+trend",24,0.08899836658754891,3.322422107329888,3.323697972370479,1.823101196415185,1.41531856609599,1.0268139214035066,0.74,0.9,4.014226970766227,6.13923036731472,6.686378295040069,9.74111152356086
"ARIMA(3, 0, 0)+trend",avg_all,0.05914511831766364,3.0601470340194497,3.063824677803512,1.7381060655659173,1.3832086134100166,0.9854563642540597,0.7379166666666667,0.9115,3.879434624343063,5.9330832629110155,6.237103633891369,8.700626296215063
Chronos-2,1,0.03367465451004573,0.9989084177442451,0.9980445832651277,0.9990218132078637,0.7821979072629996,0.5652470216789895,0.828,0.986,2.80625,5.932750179290771,3.6766715607953335,6.152908186013579
Chronos-2,2,0.170946656464339,1.8570433352503342,1.8825520079361708,1.3720612260158696,1.116964803794262,0.7873131034682902,0.764,0.962,3.39525,6.824797092437744,4.905554016247056,7.577064102826934
Chronos-2,3,0.2485586321511254,2.596531396506134,2.653119727329962,1.6288399943917027,1.296218841934496,0.9275579246447017,0.736,0.958,3.78525,7.481320598602295,5.954819033025469,8.65932161079275
Chronos-2,4,0.25047434544861996,3.0758942463235015,3.1324798555587683,1.769881311150205,1.3955053956659935,1.005800140485667,0.744,0.94,4.008,7.902961292266846,6.557516387256591,9.416900183217315
Chronos-2,5,0.3164301569241719,3.2214756880542996,3.315160780889243,1.8207582983167325,1.4468829102789644,1.0281266240485623,0.778,0.944,4.241375,8.287055080413818,6.654609168425783,10.096670529538022
Chronos-2,6,0.5129270480020296,3.3183345792774745,3.5747920666909896,1.8907120528232186,1.5008115727336682,1.0715563360739795,0.764,0.948,4.47875,8.610250465393067,6.832338081259186,10.40668331677127
Chronos-2,7,0.5342251873688263,3.702647251485684,3.9806385078019733,1.9951537554288825,1.5843696584260378,1.1290098267673487,0.74,0.946,4.6685,8.993188022613525,7.282075755661062,11.04141642401642
Chronos-2,8,0.5260082727544865,4.059067331781092,4.327633900123691,2.0802965894611494,1.658826295068704,1.182690028728025,0.752,0.94,4.870875,9.344274063110351,7.632019412224482,11.77915743463124
Chronos-2,9,0.5364603497155184,4.28360245166799,4.562824953581551,2.136077000854967,1.6710225510999386,1.2124919461410388,0.756,0.938,5.091625,9.77726636505127,7.865020189469369,12.062747057692361
Chronos-2,10,0.5968759706712858,4.43942328730897,4.786805365099147,2.1878769081232945,1.7135245682564182,1.2409492348123403,0.75,0.944,5.152125,9.908473419189454,8.080506207636741,12.46046347494493
Chronos-2,11,0.635527890809627,4.7550424337712025,5.149428048900597,2.2692351241994726,1.8125261255676575,1.3011516097117106,0.746,0.946,5.4625,10.327348564147949,8.453094258106875,12.687924538082868
Chronos-2,12,0.8161400980342156,4.776370804560483,5.432902722570663,2.330858795073323,1.8228790022313597,1.3309774218484458,0.754,0.94,5.50975,10.536118198394776,8.901162212496333,13.551860336624728
Chronos-2,13,0.9649058327175939,4.915441359347584,5.836653742641322,2.4159167499401386,1.9080868361554342,1.3812963482994411,0.742,0.928,5.650625,10.762344779968261,9.159886602001354,14.239717731500736
Chronos-2,14,0.8945273024777988,4.995219817438681,5.785408472682015,2.4052876070611626,1.9256276671059511,1.3870381825844362,0.754,0.942,5.708125,11.014383995056152,9.043727237275563,13.542469088493531
Chronos-2,15,1.0150548801143071,5.048356027684924,6.068595725273431,2.4634519937018116,1.9487270691910492,1.4155316474279582,0.73,0.944,5.81675,11.019036293029785,9.413778307698536,14.02726403798479
Chronos-2,16,1.098112900034471,5.170487871911294,6.365998837389584,2.5230931091399666,1.9840462758979638,1.441863166006453,0.738,0.946,6.064,11.479757274627685,9.510388897909735,14.165567164458684
Chronos-2,17,0.9956557723126687,5.023355816949024,6.004639522254672,2.450436598293184,1.9567293978817342,1.4317584972526294,0.722,0.946,6.099125,13.351373908996582,9.482167578953595,15.315357342885097
Chronos-2,18,1.0999999907714682,4.874470509413668,6.074721548092066,2.4646950213144154,1.9752223073733477,1.4405205508859966,0.742,0.964,6.2825625,13.715793376922607,9.56618092215345,15.424635098632615
Chronos-2,19,1.130762303271125,5.1998272216271255,6.468050953682882,2.543236314950477,1.9985968975940525,1.46334323353957,0.744,0.966,6.3655625,14.01682326889038,9.782596203762811,16.42587034800024
Chronos-2,20,1.2462235048248231,5.570981198714304,7.112912260294737,2.667004360756603,2.1167715939103826,1.5313028200854109,0.748,0.962,6.5543125,14.382718284606934,10.129169763772273,16.67528243244712
Chronos-2,21,1.2896974108769286,5.67721728979577,7.329182266838822,2.707246251606754,2.1665353765194593,1.5647544778198172,0.744,0.954,6.6650625,14.590100616455079,10.415735844433222,16.988763431922436
Chronos-2,22,1.4430900676039062,5.648959722561896,7.720170746333822,2.778519524195182,2.2018983956075453,1.5956106030761603,0.746,0.95,6.8156875,14.837010822296143,10.66441329951099,17.292309934522372
Chronos-2,23,1.4359064150496466,5.600966350960122,7.651591651038937,2.7661510535469565,2.161524546956896,1.5794479885514678,0.754,0.958,6.95125,15.22141125869751,10.579399182406462,17.6098026146349
Chronos-2,24,1.4289644107777915,5.507003061375622,7.537928342522387,2.7455287910569046,2.1292095948577616,1.5668573570889721,0.78,0.956,7.101875,15.518454357147217,10.628216415343326,17.980235157570437
Chronos-2,avg_all,0.8008812522369508,4.346526144646309,5.1563431911996895,2.2254725101920934,1.7614460663071698,1.2742581704594755,0.7523333333333333,0.9503333333333334,5.397716145833333,10.993125482400258,8.382126939076066,13.149182982425225
