model,horizon,bias,variance,mse,rmse,mae,crps,cov_80,cov_95,width_80,width_95,winkler_80,winkler_95
"ARIMA(0, 1, 0)",1,0.10460565137182326,1.0547243276465048,1.0635572212901356,1.0312891065506973,0.8113182897233687,0.5769499710841461,0.788,0.932,2.529345076829182,3.868299480366377,3.657980368249149,5.048369643345432
"ARIMA(0, 1, 0)",2,0.13148081204867076,1.8507008730783074,1.8642866752691285,1.365388836657576,1.068272120778771,0.7632110740751983,0.834,0.942,3.5770341115713395,5.470601588451704,4.912632350150807,6.924866282022268
"ARIMA(0, 1, 0)",3,0.23337013434844367,2.735682323646961,2.784672578605476,1.6687338249719383,1.3180694636347128,0.9354309988726769,0.82,0.95,4.3809541829389005,6.700091238881583,6.001134057610755,8.460117187277522
"ARIMA(0, 1, 0)",4,0.24582588153881071,3.4473005685422744,3.500836331439528,1.8710521990151765,1.4931973642225211,1.0611178258641367,0.816,0.944,5.058690153653891,7.736598960725903,6.797831274766128,9.57421219880009
"ARIMA(0, 1, 0)",5,0.2701667429497934,4.660318157174887,4.723987589856632,2.173473622995373,1.725165146036405,1.231624946695602,0.804,0.936,5.655787530339149,8.649780595418166,7.845766429522809,10.822374662499309
"ARIMA(0, 1, 0)",6,0.3482128810545154,5.854312867019933,5.963856451818181,2.4421008275290728,1.93912414326436,1.3804130351427757,0.804,0.936,6.195604821646123,9.475359899161628,8.780153715381504,12.271287802974904
"ARIMA(0, 1, 0)",avg_all,0.22227701721867618,3.2671731861848112,3.316866141379847,1.7586730696199722,1.3925244212766898,0.9914579752890894,0.811,0.94,4.56623597949643,6.9834552938342265,6.332583032613528,8.850204629486589
Chronos-2,1,0.07342237964133463,1.1798419640639053,1.1828731259679737,1.0875997085177862,0.8693528605709319,0.6239838651749823,0.796,0.99,2.8734334716796877,6.96392078590393,3.9967096117746936,7.074999339830471
Chronos-2,2,0.1342255188338074,2.076163105275316,2.090027268970972,1.4456926606201512,1.1416955011469307,0.818244881797746,0.794,0.982,3.7761651611328126,8.594977510929107,5.290637466499546,8.946753109270464
Chronos-2,3,0.254433932930455,3.156370369500397,3.2147942549878583,1.7929847336181808,1.4231990251464706,1.0191808394102968,0.772,0.978,4.488486328125,9.95150055885315,6.613620589891094,10.635946251015628
Chronos-2,4,0.29755255243527556,4.1436516684736935,4.223901886597491,2.055213343328982,1.6285449921937645,1.1762526131182314,0.764,0.974,5.104065399169922,11.083656965255738,7.742532341981898,11.919632643246988
Chronos-2,5,0.34844782668805513,5.5821405620381634,5.692392168837717,2.385873460357384,1.8934189261790848,1.368328597829375,0.722,0.962,5.528499760627747,11.943105418205262,8.900320757113297,13.587100095908449
Chronos-2,6,0.4314170604959022,6.938973308381807,7.111216041851973,2.666686341108,2.112866274608279,1.5286646840792784,0.698,0.964,5.977121337890625,12.743070815086364,9.981767599157996,14.584817370031796
Chronos-2,avg_all,0.2565832118374716,3.8461901629555473,3.919200791202331,1.905675041258414,1.5115129299742438,1.0891092469016515,0.7576666666666667,0.975,4.624628576437632,10.213372009038926,7.087598061069754,11.124874801550632
